rank,lemma,pos,avg_rank,sources_count,rank_itwac,rank_opensubs,rank_wordfreq,count_itwac,count_opensubs,freq_wordfreq,gender,auxiliary,adj_class,nvdb_tier,notes,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
7695,right,noun,9245.67,3,12351,7857,7529,3732,1239,7.08e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,35132,7,29034,1,,,9818,3272
7696,scoraggiare,verb,9245.67,3,5707,12438,9592,13587,593,4.863e-06,na,avere,,,,3774,812,1842,138,12931,24,12852,2174
7697,israele,adjective,9246.67,3,19586,5650,2504,1560,2029,3.31e-05,na,,e,,,1085,5565,1941,127,3967,128,2566,19935
7698,schieramento,noun,9249.0,3,3941,16792,7014,24384,356,7.84e-06,m,,,,,5673,389,6612,16,,,5376,7757
7699,consolazione,noun,9249.33,3,8326,9361,10061,7345,932,4.47e-06,f,,,,,13437,67,15156,3,3682,141,13869,1936
7700,mancia,noun,9249.33,3,14030,4025,9693,2970,3269,4.79e-06,f,,,,,26405,14,,,9449,38,14757,1773
7701,international,adjective,9250.0,3,11935,13162,2653,3962,541,3.09e-05,na,,invariable,,,5289,443,1983,123,,,1396,39982
7702,pizzeria,noun,9250.33,3,8198,12679,6874,7544,574,8.08e-06,f,,,AD,,,,,,,,24816,755
7703,appendice,noun,9250.67,3,6244,12846,8662,11756,563,5.69e-06,f,,,,,12113,85,16603,2,2564,217,6510,5915
7704,bacheca,noun,9252.0,3,8336,11939,7481,7331,635,7.086e-06,f,,,AU,,,,33147,1,,,18836,1192
7705,annata,noun,9252.33,3,6108,13583,8066,12185,513,6.38e-06,f,,,,,21006,25,,,15065,19,2653,18945
7706,infiltrare,verb,9253.33,3,10929,5623,11208,4612,2045,3.743e-06,na,avere,,,,15389,51,19882,2,47447,3,9621,3355
7707,annientare,verb,9253.67,3,8550,7668,11543,7049,1286,3.595e-06,na,avere,,,,8263,190,9518,8,12313,26,10556,2936
7708,albo,noun,9254.67,3,2344,17972,7448,51422,317,7.17e-06,m,,,,,43707,4,,,40020,4,3988,11525
7709,minerario,adjective,9256.33,3,7573,12639,7557,8609,577,7.043000000000001e-06,na,,o,,,5656,391,3759,45,40832,4,5384,7727
7710,nesso,noun,9256.33,3,5278,13681,8810,15444,506,5.523e-06,m,,,,,4138,688,4553,32,10033,35,15074,1709
7711,trio,noun,9256.33,3,7529,13261,6979,8705,533,7.94e-06,m,,,,,16089,46,,,,,4134,11059
7712,drastico,adjective,9258.0,3,6025,13297,8452,12463,532,5.892e-06,na,,o,,,3329,1016,2197,109,,,10647,2891
7713,assentire,verb,9260.33,3,15189,7272,5320,2540,1386,1.17e-05,na,avere,,,,4445,604,6951,14,3561,147,5148,8203
7714,just,noun,9260.67,3,15590,6038,6154,2416,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,19899,0,17558,0,,0,7250,0
7715,integrale,noun,9267.67,3,13364,10517,3922,3254,0,0,m,,,AU,,5295,0,13363,0,20003,0,4120,0
7716,mercatino,noun,9272.0,3,7893,10743,9180,8070,755,5.21e-06,m,,,,,24085,18,,,,,22455,895
7717,street,noun,9275.33,3,23433,1783,2610,1072,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,12218,0,1851,0,48987,0,2349,0
7718,montato,adjective,9276.0,3,8495,11246,8087,7118,698,6.3200000000000005e-06,na,,o,,,18144,35,20152,2,5416,85,5851,6875
7719,tatto,noun,9277.33,3,10533,7488,9811,4912,1329,4.68e-06,m,,,AD,,14633,56,14056,3,7413,54,21581,955
7720,ambientalista,noun,9277.67,3,4026,14224,9583,23613,474,4.883e-06,mf,,,,,5908,362,5654,21,,,13076,2121
7721,j,verb,9278.67,3,22535,3360,1941,1169,4231,4.57e-05,na,avere,,,,7524,227,6257,17,3698,140,1289,43912
7722,cross,verb,9281.67,3,15136,6448,6261,2557,0,0,na,avere,,,,25955,0,30866,0,,0,4544,0
7723,parlante,adjective,9283.67,3,9097,9934,8820,6361,853,5.51e-06,na,,e,,,17509,38,23770,1,20124,12,7735,4604
7724,scolastica,noun,9286.33,3,17602,6318,3939,1915,1723,1.827e-05,f,,,,,5629,395,4203,37,4843,99,5230,8033
7725,about,noun,9288.67,3,9453,11693,6720,5943,658,8.32e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,34840,7,5257,24,,,9900,3223
7726,nomade,adjective,9289.0,3,8613,11690,7564,6953,659,7.03e-06,na,,e,,,10369,120,5658,21,7476,54,7443,4844
7727,under,adjective,9289.33,3,7650,15587,4631,8436,405,1.45e-05,na,,invariable,,,31408,9,17752,2,49764,3,1228,45868
7728,giuseppe,verb,9289.67,3,20114,6568,1187,1484,1619,7.94e-05,na,avere,,,,14380,58,15511,3,1197,491,630,88955
7729,cosmo,noun,9290.33,3,8501,8881,10489,7112,1013,4.17e-06,m,,,,,42764,4,,,,,8960,3707
7730,bancomat,noun,9296.33,3,11511,7040,9338,4235,1461,5.01e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,24036,18,9267,8,,,44318,291
7731,asso,noun,9297.67,3,13150,5114,9629,3346,2315,4.79e-06,m,,,,,15791,48,13900,3,26153,7,9241,3550
7732,contante,adjective,9300.0,3,20791,2067,5042,1387,0,0,na,,e,AU,,8102,0,2345,0,12588,0,16134,0
7733,striscione,noun,9302.33,3,6236,14552,7119,11777,456,7.66e-06,m,,,,,13585,66,20118,2,,,23217,845
7734,nun,noun,9303.33,3,7278,10389,10243,9163,797,4.37e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,17210,15,21826,936
7735,incuriosire,verb,9303.67,3,6630,11100,10181,10683,714,4.408e-06,na,avere,,AU,,22617,21,15636,3,,,18201,1257
7736,transitare,verb,9304.0,3,5626,16428,5858,13990,370,1.0267e-05,na,avere,,,,2349,1858,5176,25,11413,29,3882,11919
7737,aspro,adjective,9304.33,3,4413,15708,7792,20605,401,6.76e-06,na,,o,AU,,6807,277,6039,19,1695,339,6077,6512
7738,principiante,noun,9305.33,3,10476,7248,10192,4956,1393,4.39e-06,m,,,,,33536,8,23890,1,44502,3,22805,871
7739,velivolo,noun,9305.67,3,5919,11299,10699,12842,694,4.07e-06,m,,,,,8312,187,18295,2,,,1926,28237
7740,fiorire,verb,9307.0,3,6220,14116,7585,11845,480,6.96e-06,na,avere,,,,8923,164,5418,23,2645,210,7102,5182
7741,quiz,noun,9311.0,3,9260,9130,9543,6160,969,4.9e-06,m,,,FO,,33496,8,26499,1,,,13645,1982
7742,tiranno,noun,9311.0,3,10253,9637,8043,5153,893,6.429999999999999e-06,m,,,AD,,9925,132,19933,2,1891,304,7956,4434
7743,anatra,noun,9312.0,3,11497,4739,11700,4246,2597,3.52e-06,f,,,AD,,26012,15,14919,3,14058,21,11799,2477
7744,tuffare,verb,9312.0,3,8227,8167,11542,7499,1166,3.595e-06,na,avere,,AU,,42190,4,22577,1,13710,22,20720,1023
7745,alterazione,noun,9315.33,3,4146,16107,7693,22457,383,6.86e-06,f,,,,,11188,101,11917,5,6082,73,6163,6388
7746,aneddoto,noun,9315.67,3,8895,11574,7478,6603,668,7.1e-06,m,,,,,13087,72,13430,4,5020,94,10462,2973
7747,cioe,noun,9317.33,3,20055,521,7376,1489,40593,7.24e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,,,,
7748,seriale,adjective,9317.33,3,9329,9183,9440,6077,960,4.98e-06,na,,e,,,45784,4,15756,3,,,12006,2411
7749,ascoltatore,noun,9317.67,3,7029,11060,9864,9720,719,4.61e-06,m,,,,,21155,24,13472,4,13666,22,9583,3378
7750,affliggere,verb,9321.67,3,6134,12623,9208,12114,579,5.15e-06,na,avere,,,,3694,847,2791,75,4611,105,9853,3252
7751,svolgimento,noun,9324.33,3,977,22795,4201,143078,202,1.66e-05,m,,,AD,,2416,1772,9046,8,5005,94,4908,8730
7752,aggiudicare,verb,9324.67,3,4798,15461,7715,18207,411,6.8089999999999995e-06,na,avere,,,,13109,72,7127,14,,3,2438,21153
7753,oggettivo,adjective,9327.67,3,2538,20534,4911,46040,248,1.328e-05,na,,o,AU,,3456,952,6862,15,5672,80,9412,3466
7754,rimbalzare,verb,9328.33,3,9005,7928,11052,6464,1223,3.852e-06,na,avere,,,,23069,20,6335,17,10507,33,18095,1269
7755,semplicità,noun,9332.33,3,3916,19073,5008,24674,285,1.29e-05,f,,,AU,,7083,255,10375,6,3640,143,7474,4814
7756,an,noun,9332.67,3,17764,7328,2906,1882,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,8507,0,694,0,1647,0,2933,0
7757,to,noun,9332.67,3,25444,1639,915,896,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,7916,0,1075,0,1738,0,1135,0
7758,datare,verb,9337.67,3,187,19998,7828,489451,260,6.651e-06,na,avere,,,,12917,74,10128,7,14146,21,3374,14101
7759,grezzo,adjective,9339.33,3,9049,10069,8900,6418,838,5.47e-06,na,,o,,,11985,87,8474,10,31380,6,9581,3381
7760,unicamente,adverb,9339.5,2,,14047,4632,,483,1.45e-05,na,,,,,1540,3473,5711,20,3134,172,4567,9673
7761,coniugale,adjective,9340.0,3,7947,8896,11177,7978,1011,3.792e-06,na,,e,,,18851,32,20236,2,12105,26,13598,1994
7762,compiacere,verb,9346.0,3,6440,8681,12917,11228,1055,3.0069999999999998e-06,na,avere,,,,2007,2357,7646,12,3871,132,22932,862
7763,impeccabile,adjective,9346.33,3,8923,8673,10443,6565,1056,4.211e-06,na,,e,,,11093,103,10897,6,,,24485,770
7764,onorario,adjective,9351.67,3,6094,13672,8289,12239,506,6.11e-06,na,,o,,,12839,75,20026,2,11146,30,4545,9718
7765,messicano,noun,9354.67,3,21095,2923,4046,1342,0,0,m,,,AD,,6749,0,3319,0,,0,3160,0
7766,stupidaggine,noun,9356.0,3,13650,3829,10589,3124,3524,4.1199999999999995e-06,f,,,,,24711,17,24088,1,,,,
7767,li,noun,9356.33,3,27812,125,132,739,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,968,0,822,0,113,0,663,0
7768,approdare,verb,9363.0,3,4353,17874,5862,20987,320,1.0242999999999998e-05,na,essere,,,,4862,515,6880,15,5471,84,2750,18074
7769,radiofonico,adjective,9363.0,3,4665,17114,6310,18994,345,9.304e-06,na,,o,,,7926,206,15186,3,,,2930,16762
7770,raccomandato,adjective,9364.0,3,5829,15251,7012,13170,421,7.84e-06,na,,o,,,9384,149,7354,13,10052,35,17400,1350
7771,cupo,adjective,9365.0,3,5990,11637,10468,12584,663,4.181e-06,na,,o,AU,,14717,56,6854,15,4681,103,13019,2133
7772,prigionia,noun,9366.0,3,9106,10865,8127,6348,740,6.31e-06,f,,,,,10419,118,16694,2,4163,120,5480,7509
7773,rifugio,noun,9366.67,3,3697,12108,12295,26819,619,3.24e-06,m,,,AU,,14304,59,10357,6,39715,4,11754,2491
7774,smarrire,verb,9367.0,3,7640,8306,12155,8458,1133,3.31e-06,na,avere,,,,17725,37,15739,3,4380,113,29283,572
7775,pugnare,verb,9367.67,3,22319,1821,3963,1193,9049,1.82e-05,na,avere,,,,9370,149,6452,16,1467,390,6922,5399
7776,gradito,adjective,9372.0,3,5659,12724,9733,13755,571,4.710000000000001e-06,na,,o,,,7028,259,15929,3,8578,44,18637,1213
7777,stamani,adverb,9373.5,2,,7095,11652,,1441,3.55e-06,na,,,,,4539,585,,,,,,
7778,predica,noun,9374.33,3,12266,6561,9296,3781,1623,5.09e-06,f,,,,,11794,90,9442,8,4376,113,15198,1687
7779,generosità,noun,9375.33,3,6847,11369,9910,10148,687,4.57e-06,f,,,AD,,5123,468,4861,28,3966,128,15100,1703
7780,anarchico,adjective,9378.33,3,8168,13485,6482,7588,520,8.861e-06,na,,o,AD,,18632,33,24286,1,47301,3,5436,7593
7781,gatta,noun,9379.33,3,11485,7341,9312,4253,1369,5.049e-06,f,,,,,37182,6,29439,1,14721,19,16337,1493
7782,renale,adjective,9381.33,3,8638,11319,8187,6916,692,6.210000000000001e-06,na,,e,,,26033,15,,,,,7381,4906
7783,milanese,noun,9382.0,3,6217,19146,2783,11857,0,0,m,,,AU,,,0,33008,0,1441,0,2328,0
7784,milanese,noun,9382.0,3,6217,19146,2783,11857,0,0,f,,,AU,,,0,33008,0,1441,0,2328,0
7785,negligenza,noun,9382.0,3,9470,8577,10099,5927,1075,4.47e-06,f,,,,,5132,467,7145,13,10750,31,21893,931
7786,trincea,noun,9382.67,3,9352,8786,10010,6050,1035,4.51e-06,f,,,AD,,17954,36,9709,7,3338,159,7732,4609
7787,pedone,noun,9383.0,3,8058,11300,8791,7785,694,5.58e-06,m,,,AD,,7220,247,10979,6,7681,52,10754,2851
7788,scarto,noun,9384.67,3,5138,12898,10118,16190,559,4.47e-06,m,,,,,10230,123,10226,6,44635,3,18974,1179
7789,inflazione,noun,9385.67,3,3189,18697,6271,33555,296,9.33e-06,f,,,,,3714,836,298,1064,,,10384,3006
7790,air,verb,9387.33,3,17655,5818,4689,1904,0,0,na,avere,,,,10381,0,8779,0,,0,1788,0
7791,estranea,noun,9387.33,3,8322,9562,10278,7352,903,4.35e-06,f,,,,,8337,186,12042,5,7132,58,13515,2011
7792,cecchino,noun,9388.0,3,14472,4114,9578,2797,3171,4.89e-06,m,,,,,23648,18,19833,2,46183,3,11427,2591
7793,gratuitamente,adverb,9389.0,2,,14163,4615,,477,1.45e-05,na,,,,,6990,262,4856,28,12773,24,7976,4419
7794,spionaggio,noun,9391.0,3,11851,6912,9410,4009,1504,5.01e-06,m,,,AD,,8610,175,7000,14,17099,15,9298,3521
7795,epico,adjective,9392.33,3,7379,12006,8792,8960,629,5.570000000000001e-06,na,,o,,,30928,10,11374,5,24250,9,9320,3512
7796,ispirato,adjective,9394.0,3,12833,10225,5124,3492,817,1.242e-05,na,,o,,,6262,325,6817,15,12260,26,3137,15474
7797,bidone,noun,9394.33,3,11577,6442,10164,4189,1670,4.43e-06,m,,,,,25824,15,28333,1,,,28614,595
7798,pubblicizzare,verb,9394.67,3,5409,16259,6516,14924,377,8.746999999999998e-06,na,avere,,,,6409,311,5448,23,,,10470,2971
7799,derivato,adjective,9397.0,3,6260,17426,4505,11696,335,1.507e-05,na,,o,,,3379,988,1819,140,7808,51,3148,15396
7800,habitat,noun,9397.0,3,5921,12910,9360,12837,558,5.01e-06,m,,,,,5812,371,5492,22,,,1684,32921
7801,song,noun,9397.0,3,13981,5962,8248,2989,1868,6.17e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,36054,6,31227,1,,,3037,16048
7802,antincendio,adjective,9398.33,3,7356,7118,13721,9005,1433,2.69e-06,na,,o,,,8812,168,18572,2,,,14819,1758
7803,sottomarino,adjective,9398.67,3,14204,4825,9167,2907,0,0,na,,o,AD,,8797,0,9384,0,47525,0,4563,0
7804,rosario,noun,9400.0,3,12302,10588,5310,3759,773,1.175e-05,m,,,AD,,38905,5,,,10155,34,3959,11624
7805,domattina,noun,9400.33,3,16197,1786,10218,2249,9294,4.37e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,13928,62,,,10320,33,,
7806,sperma,noun,9403.33,3,13554,4398,10258,3162,2871,4.37e-06,m,,,,,15551,49,,,,,20417,1048
7807,lasso,noun,9408.67,3,9754,9306,9166,5632,942,5.236e-06,m,,,,,5251,449,6545,16,3405,155,9613,3360
7808,story,noun,9409.67,3,11164,11805,5260,4458,649,1.2e-05,ambiguous,,,,gender not in NVdB or Morph-it!; verify,34183,7,22826,1,,,5494,7490
7809,mistico,adjective,9410.0,3,5738,12483,10009,13467,590,4.51e-06,na,,o,,,,,29914,1,12273,26,8382,4111
7810,patologico,adjective,9411.0,3,6054,14467,7712,12349,461,6.813000000000001e-06,na,,o,,,17163,40,12126,5,25991,8,9253,3544
7811,malata,noun,9411.67,3,20922,2011,5302,1367,7962,1.179e-05,f,,,,,10177,125,6560,16,10020,35,10354,3016
7812,inosservato,adjective,9413.33,3,9161,9354,9725,6286,933,4.732e-06,na,,o,,,9426,148,6412,17,16172,17,16030,1541
7813,omicida,noun,9413.67,3,11090,5367,11784,4507,2175,3.47e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,13620,65,26309,1,13144,23,14136,1881
7814,distruttivo,adjective,9415.67,3,6636,12534,9077,10677,586,5.267e-06,na,,o,,,6137,336,2817,74,,,10474,2970
7815,gossip,noun,9417.0,3,13568,6327,8356,3157,1720,6.03e-06,m,,,AU,,,,,,,,20924,1007
7816,bussola,noun,9418.67,3,9666,7822,10768,5727,1252,3.98e-06,f,,,AD,,16245,45,8349,10,11000,30,15695,1596
7817,riposo,noun,9418.67,3,2464,7045,18747,48036,1458,1.58e-06,m,,,AU,,22884,20,,,10989,30,,
7818,manciata,noun,9421.0,3,8169,9858,10236,7587,864,4.37e-06,f,,,,,11534,94,6459,16,37420,4,19651,1115
7819,container,noun,9422.33,3,11070,7135,10062,4518,1425,4.47e-06,m,,,,,8727,171,15195,3,,,16305,1497
7820,portone,noun,9423.33,3,8105,11104,9061,7697,713,5.297e-06,m,,,AU,,41386,5,22203,1,5046,93,9346,3502
7821,buffet,noun,9423.67,3,9126,7558,11587,6322,1312,3.55e-06,m,,,AD,,25671,15,14022,3,47923,3,34697,432
7822,formalmente,adverb,9425.0,2,,12897,5953,,559,1e-05,na,,,,,3440,959,4281,35,13524,22,3775,12365
7823,australiano,noun,9426.0,3,16056,7557,4665,2283,0,0,m,,,AD,,9740,0,3956,0,,0,2167,0
7824,avvistare,verb,9426.0,3,9898,7317,11063,5493,1377,3.837e-06,na,avere,,,,,,16094,3,,,6436,6034
7825,cina,verb,9426.33,3,24174,2741,1364,1002,5507,6.92e-05,na,avere,,,,790,8325,68,3590,9541,37,1201,47110
7826,incaricato,adjective,9431.0,3,8192,13667,6434,7550,507,8.930000000000001e-06,na,,o,,,3780,810,8394,10,4740,102,5988,6653
7827,reputare,verb,9431.0,3,5384,15007,7902,15021,433,6.605e-06,na,avere,,,,1761,2888,16032,3,6605,65,12580,2247
7828,torace,noun,9432.33,3,11312,6432,10553,4352,1673,4.17e-06,m,,,,,,,27404,1,31855,5,10232,3063
7829,coordinatore,noun,9433.0,3,2924,18274,7101,38075,308,7.71e-06,m,,,,,3536,910,12589,4,,,7804,4550
7830,animo,noun,9434.33,3,2348,16204,9751,51215,379,4.68e-06,m,,,AU,,9688,139,19463,2,1885,304,18059,1272
7831,cieca,noun,9435.0,3,16344,4284,7677,2207,2987,6.8989999999999995e-06,f,,,,,6505,303,9150,8,3207,168,10859,2807
7832,eruzione,noun,9435.33,3,9866,10173,8267,5514,824,6.1499999999999996e-06,f,,,,,15384,51,11909,5,15048,19,5600,7300
7833,ardente,adjective,9439.0,3,8635,8496,11186,6920,1092,3.7820000000000004e-06,na,,e,,,17942,36,12015,5,1916,301,12283,2329
7834,moro,noun,9440.33,3,20931,3766,3624,1366,0,0,m,,,AU,,34491,0,10873,0,2203,0,3853,0
7835,respirazione,noun,9440.33,3,9599,8188,10534,5788,1158,4.17e-06,f,,,AD,,31578,9,,,15460,18,12538,2258
7836,aderente,noun,9440.67,3,7129,15350,5843,9486,0,0,m,,,AD,,4344,0,6691,0,6438,0,6406,0
7837,aderente,noun,9440.67,3,7129,15350,5843,9486,0,0,f,,,AD,,4344,0,6691,0,6438,0,6406,0
7838,suddito,noun,9441.67,3,7724,10019,10582,8312,843,4.131e-06,m,,,AU,,21205,24,30836,1,989,599,8131,4306
7839,scovare,verb,9444.67,3,8590,8387,11357,6991,1116,3.6900000000000002e-06,na,avere,,,,20776,25,19499,2,28912,6,21640,951
7840,virgola,noun,9444.67,3,8145,11259,8930,7625,697,5.403000000000001e-06,f,,,AU,,13567,66,24970,1,19987,12,18020,1277
7841,tag,noun,9445.67,3,11296,12703,4338,4362,572,1.58e-05,m,,,AU,,,,,,,,3542,13331
7842,tag,noun,9445.67,3,11296,12703,4338,4362,0,0,f,,,AU,,,0,,0,,0,3542,0
7843,raid,noun,9446.33,3,10456,10706,7177,4971,759,7.59e-06,m,,,,,20174,27,13210,4,40135,4,7244,5051
7844,appieno,verb,9449.0,3,6082,13310,8955,12278,531,5.37e-06,na,avere,,,,1733,2948,3225,57,7657,52,14553,1811
7845,decimare,verb,9449.67,3,14371,8063,5915,2833,1190,1.0177e-05,na,avere,,,,4955,499,4128,38,2476,227,3283,14598
7846,assolvere,verb,9450.33,3,3218,14057,11076,33009,483,3.81e-06,na,avere,,AU,,3467,945,9387,8,10095,35,12244,2338
7847,mediatore,noun,9452.0,3,5584,14197,8575,14133,475,5.77e-06,m,,,,,1441,3769,8804,9,14508,20,11267,2647
7848,fossile,adjective,9454.33,3,11192,11058,6113,4439,0,0,na,,e,,,4021,0,1016,0,12573,0,2357,0
7849,raffinare,verb,9455.33,3,10986,8358,9022,4575,1121,5.369999999999999e-06,na,avere,,,,18145,35,19909,2,20090,12,8967,3701
7850,ruotare,verb,9455.33,3,4610,13453,10303,19358,522,4.299e-06,na,avere,,AU,,12511,79,10172,7,,,5778,6989
7851,embrione,noun,9460.33,3,2692,13156,12533,42631,542,3.1500000000000003e-06,m,,,,,4249,656,20115,2,49062,3,10749,2854
7852,gattino,noun,9461.0,3,14305,6261,7817,2864,1753,6.68e-06,m,,,,,29645,11,,,38621,4,28425,602
7853,monetario,adjective,9461.33,3,3531,20099,4754,28758,258,1.3880000000000001e-05,na,,o,AU,,680,9984,142,1975,26017,8,6572,5819
7854,david,verb,9462.0,3,25845,839,1702,869,23649,5.37e-05,na,avere,,,,5214,454,2257,105,6418,67,960,59747
7855,hop,noun,9462.33,3,9865,10657,7865,5514,765,6.61e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,,,4334,10436
7856,troll,noun,9464.33,3,15017,7400,5976,2598,1352,1e-05,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,9294,8,,,15191,1687
7857,duo,noun,9468.33,3,7048,14711,6646,9671,447,8.51e-06,m,,,,,29145,11,21007,1,1643,351,2995,16297
7858,indeciso,adjective,9468.67,3,9719,9759,8928,5669,878,5.41e-06,na,,o,,,14861,55,11018,6,18135,14,18805,1196
7859,infestare,verb,9469.0,3,9103,6907,12397,6351,1506,3.168e-06,na,avere,,,,18896,32,10908,6,4353,114,10414,2993
7860,trazione,noun,9469.33,3,8018,12583,7807,7849,582,6.708e-06,f,,,,,24589,17,10711,6,,,3702,12645
7861,botto,noun,9470.0,3,11792,8407,8211,4046,1111,6.17e-06,m,,,AD,,46856,3,,,10782,31,30436,538
7862,meditare,verb,9470.67,3,6175,11962,10275,12039,633,4.357e-06,na,avere,,AU,,11808,90,20229,2,3501,150,15216,1684
7863,raffreddore,noun,9470.67,3,13097,5514,9801,3372,2101,4.68e-06,m,,,AD,,22917,20,13490,4,21661,10,30131,546
7864,narrativa,noun,9471.67,3,5999,17895,4521,12550,319,1.4999999999999999e-05,f,,,,,32228,9,4810,29,29925,6,4421,10138
7865,vincolo,noun,9474.33,3,1645,20475,6303,82047,249,9.33e-06,m,,,AU,,3548,902,1663,161,7828,50,8104,4327
7866,osservatorio,noun,9476.33,3,5697,15209,7523,13616,423,7.08e-06,m,,,,,3912,765,13146,4,15971,17,4496,9881
7867,family,noun,9480.33,3,10915,11068,6458,4622,717,8.91e-06,m,,,,,41206,5,30467,1,,,6016,6615
7868,vagamente,adverb,9486.0,2,,9155,9817,,965,4.68e-06,na,,,,,13738,64,9705,7,8178,47,10162,3099
7869,tizio,adjective,9488.33,3,26268,452,1745,838,0,0,na,,o,,,37428,0,30763,0,27137,0,19826,0
7870,monarchia,noun,9489.0,3,7612,15221,5634,8525,422,1.096e-05,f,,,,,14708,56,11966,5,1590,363,4146,11003
7871,insensibile,adjective,9489.33,3,11182,6427,10859,4447,1675,3.98e-06,na,,e,,,10691,112,9381,8,9150,40,26369,680
7872,irresistibile,adjective,9490.33,3,7620,10409,10442,8505,794,4.211e-06,na,,e,,,23951,18,8363,10,9452,38,25046,743
7873,anomalo,adjective,9495.67,3,4947,14718,8822,17292,447,5.501e-06,na,,o,,,9641,141,5699,21,,,10257,3053
7874,frigorifero,adjective,9499.0,3,15003,5455,8039,2602,0,0,na,,o,AU,,9958,0,6591,0,,0,15788,0
7875,manico,noun,9499.0,3,10388,9075,9034,5032,978,5.352e-06,m,,,AU,,35778,7,,,9732,36,11434,2589
7876,rincorrere,verb,9499.33,3,6786,10518,11194,10283,782,3.7760000000000004e-06,na,avere,,,,15127,53,28680,1,41358,3,20164,1071
7877,filare,verb,9500.33,3,8051,7309,13141,7801,1379,2.891e-06,na,avere,,AU,,39800,5,20003,2,9491,38,22429,897
7878,gemella,noun,9502.33,3,19622,3615,5270,1555,3825,1.196e-05,f,,,,,15820,48,17348,2,,2,5433,7597
7879,menta,noun,9502.67,3,12669,6054,9785,3565,1826,4.68e-06,f,,,AD,,36868,6,,,41500,3,25066,742
7880,precario,noun,9503.0,3,7834,15495,5180,8153,0,0,m,,,,,3658,0,4419,0,13321,0,7411,0
7881,contabile,noun,9503.67,3,17876,4898,5737,1860,0,0,m,,,,,2716,0,3313,0,44407,0,10524,0
7882,colomba,noun,9505.0,3,9876,9201,9438,5507,957,4.98e-06,f,,,AU,,26814,14,7642,12,9865,36,9674,3336
7883,beach,verb,9505.33,3,18623,4199,5694,1723,3095,1.07e-05,na,avere,,,,36409,6,6736,15,,,3916,11823
7884,motociclista,noun,9505.67,3,9205,7964,11348,6226,1216,3.7e-06,m,,,AD,,11287,99,,,,,15056,1712
7885,motociclista,noun,9505.67,3,9205,7964,11348,6226,0,0,f,,,AD,,11287,0,,0,,0,15056,0
7886,geometria,noun,9506.0,3,5370,16056,7092,15098,385,7.733e-06,f,,,AD,,10479,117,29994,1,5199,89,5238,8020
7887,grembo,noun,9509.0,3,9960,6804,11763,5439,1538,3.47e-06,m,,,,,19609,29,15573,3,7003,59,16212,1511
7888,down,noun,9511.33,3,17894,5407,5233,1856,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,23797,0,12419,0,,0,4820,0
7889,ordigno,noun,9512.0,3,7484,9514,11538,8769,909,3.6000000000000003e-06,m,,,,,10896,107,14011,3,25974,8,9530,3408
7890,precisare,verb,9515.0,3,1079,22113,5353,131742,215,1.1675e-05,na,avere,,FO,,1567,3378,7685,12,22762,9,7909,4460
7891,lavagna,noun,9515.33,3,10876,7889,9781,4651,1232,4.68e-06,m,,,AD,,30860,10,12115,5,,,19134,1165
7892,lavagna,noun,9515.33,3,10876,7889,9781,4651,0,0,f,,,AD,,30860,0,12115,0,,0,19134,0
7893,bit,noun,9516.33,3,3952,16388,8209,24284,371,6.17e-06,m,,,AU,,36539,6,17237,2,,,4050,11323
7894,cha,verb,9516.33,3,12427,5187,10935,3701,2271,3.89e-06,na,avere,,,,17183,39,19179,2,,,13284,2069
7895,burattino,noun,9519.0,3,8685,8302,11570,6855,1135,3.56e-06,m,,,AD,,18165,35,13994,3,22782,9,14929,1737
7896,basilare,adjective,9521.0,3,7198,13167,8198,9356,541,6.19e-06,na,,e,,,3993,737,4257,36,47979,3,12916,2158
7897,peloso,adjective,9522.0,3,14242,5791,8533,2892,1952,5.86e-06,na,,o,AD,,,,,,24175,9,14091,1889
7898,comparso,adjective,9524.0,3,15704,8525,4343,2384,1086,1.576e-05,na,,o,,,5383,430,3538,49,4772,101,3790,12285
7899,patriota,noun,9524.0,3,11761,8034,8777,4062,1197,5.61e-06,m,,,,,13906,63,23667,1,9843,36,7078,5202
7900,reperto,noun,9525.33,3,5462,15586,7528,14693,405,7.08e-06,m,,,,,25477,15,9079,8,39418,4,3502,13527
7901,medesimo,pronoun,9526.5,2,,16618,2435,,0,0,na,,,AU,,1963,0,7371,0,172,0,1634,0
