rank,lemma,pos,avg_rank,sources_count,rank_itwac,rank_opensubs,rank_wordfreq,count_itwac,count_opensubs,freq_wordfreq,gender,auxiliary,adj_class,nvdb_tier,notes,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
1645,moda,noun,1824.33,3,1909,1985,1579,68523,8084,5.881e-05,f,,,FO,,6793,278,3874,42,2967,183,2507,20465
1646,dicembre,noun,1824.67,3,174,4737,563,506186,2598,0.00017,m,,,FO,,871,7286,1376,198,1705,337,219,215316
1647,velocità,noun,1826.33,3,1254,2825,1400,112824,5325,6.76e-05,f,,,FO,,2417,1772,1850,136,4121,121,863,66407
1648,accorgere,verb,1828.0,3,1850,1486,2148,71367,11779,4.0121e-05,na,avere,,,,5262,448,6219,18,2342,241,4405,10181
1649,pista,noun,1828.0,3,1754,1462,2268,76058,11976,3.744e-05,f,,,AU,,7451,233,9390,8,13635,22,1463,38279
1650,evidente,adjective,1830.67,3,904,3136,1452,155696,4624,6.48e-05,na,,e,FO,,783,8398,739,434,2276,249,2078,25617
1651,affidare,verb,1832.33,3,781,2856,1860,177698,5256,4.8357e-05,na,avere,,FO,,2034,2308,1996,123,1938,297,892,63646
1652,correggere,verb,1832.67,3,1282,2220,1996,110010,7015,4.4204e-05,na,avere,,FO,,1199,4947,1691,158,1802,320,4436,10078
1653,criminale,adjective,1834.0,3,2655,1164,1683,43374,15873,5.4499999999999997e-05,na,,e,AU,,1686,3039,4256,36,4291,116,2288,23006
1654,eroe,noun,1837.67,3,2499,1064,1950,47048,17820,4.55e-05,m,,,FO,,8813,168,5073,26,3374,157,2054,25951
1655,zero,adjective,1840.67,3,2419,1687,1416,49213,0,0,na,,o,FO,,2935,0,688,0,9213,0,2333,0
1656,stretto,adjective,1842.0,3,1655,2030,1841,81723,7866,4.89e-05,na,,o,FO,,1883,2606,1903,132,1283,455,1639,34044
1657,partenza,noun,1844.33,3,1363,2455,1715,102329,6278,5.349e-05,f,,,FO,,2082,2229,2915,69,1841,313,1432,38934
1658,interessato,adjective,1845.0,3,788,2492,2255,177043,6174,3.79e-05,na,,o,AU,,1078,5608,2569,86,10051,35,3758,12421
1659,po',pronoun,1845.5,2,,927,2764,,20519,2.95e-05,na,,,,,1134,5308,3885,42,555,1037,,
1660,classico,adjective,1846.0,3,1195,2901,1442,118632,5159,6.57e-05,na,,o,FO,,5210,455,3460,51,3991,127,1372,40841
1661,premiare,verb,1846.0,3,2893,1756,889,38601,9527,0.00010834200000000001,na,avere,,AU,,2098,2205,1308,212,2821,194,360,143928
1662,ferire,verb,1848.0,3,3093,786,1665,35208,25450,5.512600000000001e-05,na,avere,,AU,,4426,609,5086,26,851,697,1648,33769
1663,svolgere,verb,1851.67,3,103,4185,1267,631287,3111,7.548099999999999e-05,na,avere,,FO,,296,21870,1043,295,3638,144,567,98270
1664,potenza,noun,1852.0,3,1391,2820,1345,100140,5335,7.05e-05,f,,,AU,,2186,2067,1120,266,661,896,961,59654
1665,luna,noun,1853.33,3,2867,1060,1633,39022,17860,5.7090000000000004e-05,f,,,FO,,12700,76,4939,27,1576,365,1795,30374
1666,caffè,noun,1853.67,3,3067,1100,1394,35805,16996,6.76e-05,m,,,FO,,6832,274,5131,25,2316,243,4267,10622
1667,strumento,noun,1853.67,3,202,4100,1259,472662,3184,7.59e-05,m,,,FO,,503,13824,574,561,3593,145,1535,36467
1668,gettare,verb,1854.33,3,2116,1327,2120,59533,13351,4.0722999999999996e-05,na,avere,,FO,,2234,1998,2130,114,745,795,2338,22283
1669,amicizia,noun,1855.0,3,2171,1719,1675,57028,9792,5.49e-05,f,,,FO,,5401,427,8425,10,2382,237,1918,28389
1670,cellulare,adjective,1856.0,3,3491,866,1211,29151,0,0,na,,e,FO,,5378,0,2690,0,32904,0,3389,0
1671,rumore,noun,1856.33,3,2241,1118,2210,54836,16657,3.884e-05,m,,,FO,,3388,981,10325,6,2212,258,4777,9090
1672,religione,noun,1857.0,3,1159,3325,1087,122258,4292,8.75e-05,f,,,FO,,1999,2377,3168,59,756,779,1450,38612
1673,spagnolo,adjective,1857.33,3,2305,2211,1056,52893,7040,9.075000000000001e-05,na,,o,FO,,1125,5379,1752,150,5610,81,513,105450
1674,visitare,verb,1857.33,3,1540,2469,1563,89122,6243,5.9678999999999996e-05,na,avere,,FO,,2801,1363,3963,41,1979,292,1923,28264
1675,voltare,verb,1857.67,3,2427,1390,1756,49141,12707,5.1761e-05,na,avere,,FO,,1498,3573,2435,94,615,946,2403,21539
1676,massa,adverb,1858.5,2,,2691,1026,,0,0,na,,,FO,,1765,0,1388,0,1782,0,981,0
1677,scomparire,verb,1859.33,3,2106,1209,2263,60073,15106,3.7656e-05,na,essere,,FO,,3052,1181,2756,77,3323,160,2135,24948
1678,intervista,noun,1860.67,3,1591,2604,1387,85982,5898,6.78e-05,f,,,FO,,8472,181,5807,20,,2,2011,26554
1679,agosto,noun,1861.0,3,418,4587,578,304958,2721,0.000166398,m,,,FO,,3112,1143,2234,106,868,683,226,213671
1680,estremo,adjective,1863.0,3,1199,2890,1500,118181,5180,6.271e-05,na,,o,FO,,1237,4710,764,417,1214,485,1601,35035
1681,farcire,verb,1864.33,3,2880,814,1899,38770,24502,4.6988e-05,na,avere,,,,2904,1277,7411,12,4484,108,24041,795
1682,vuoto,adjective,1865.67,3,3276,992,1329,32119,0,0,na,,o,FO,,2437,0,2551,0,2008,0,2555,0
1683,hotel,noun,1867.67,3,2555,1068,1980,45642,17754,4.47e-05,m,,,AU,,17263,39,6672,15,,,2625,19216
1684,emozione,noun,1868.33,3,1714,1944,1947,78069,8293,4.57e-05,f,,,FO,,5421,425,6127,18,1828,315,5146,8204
1685,legame,noun,1870.0,3,1881,1797,1932,70125,9245,4.58e-05,m,,,AU,,1704,3005,1350,203,3769,137,1699,32631
1686,razza,noun,1877.0,3,2376,1290,1965,50707,13990,4.5050000000000004e-05,f,,,AU,,4454,603,6131,18,2423,232,1960,27490
1687,sano,adjective,1881.0,3,2233,1709,1701,55044,9864,5.3700000000000004e-05,na,,o,FO,,1863,2637,1183,246,1791,322,4914,8722
1688,mila,numeral,1881.0,2,,1988,1774,,8071,5.13e-05,na,,,FO,,7807,211,1720,153,2161,265,12338,2315
1689,adatto,adjective,1883.0,3,2144,1646,1859,58401,10360,4.841e-05,na,,o,FO,,2354,1852,2580,86,4144,121,2302,22865
1690,costruzione,noun,1884.0,3,676,4073,903,202408,3206,0.00010669999999999999,f,,,FO,,1032,5953,1451,188,2989,182,407,130556
1691,ballare,verb,1885.33,3,3434,542,1680,29901,39419,5.4593000000000004e-05,na,avere,,FO,,8591,176,8002,11,1892,304,2122,25066
1692,estero,adjective,1887.0,3,1264,2950,1447,112093,0,0,na,,o,FO,,473,0,309,0,3849,0,1063,0
1693,armato,adjective,1887.33,3,1539,2009,2114,89212,7968,4.1e-05,na,,o,AU,,3155,1115,3266,56,741,798,822,70377
1694,conclusione,noun,1887.67,3,878,2999,1786,161226,4960,5.0600000000000003e-05,f,,,FO,,425,15705,1200,242,2607,213,2399,21556
1695,frattempo,noun,1888.33,3,2082,2037,1546,61187,7852,6.03e-05,m,,,,,1926,2507,883,351,6461,66,894,63137
1696,barca,noun,1890.0,3,2148,1000,2522,58034,19073,3.282e-05,f,,,FO,,7854,209,7101,14,2340,241,3344,14247
1697,trasportare,verb,1891.67,3,2578,1865,1232,45217,8780,7.745699999999999e-05,na,avere,,AU,,481,14319,1236,229,1652,350,904,62650
1698,fretta,noun,1892.0,3,2780,652,2244,40656,31890,3.8e-05,f,,,FO,,3759,819,3569,48,1318,444,7818,4535
1699,tavola,noun,1893.33,3,1874,1975,1831,70344,8152,4.91e-05,f,,,FO,,4440,606,7075,14,616,942,2152,24666
1700,confrontare,verb,1896.0,3,1840,2697,1151,71849,5605,8.239699999999999e-05,na,avere,,AU,,1683,3046,1575,174,1460,392,2182,24297
1701,bosco,noun,1897.0,3,2275,1677,1739,53826,10129,5.24e-05,m,,,FO,,5818,371,19447,2,1438,399,1862,29424
1702,obbligare,verb,1898.33,3,2140,2235,1320,58488,6968,7.162100000000001e-05,na,avere,,FO,,1217,4827,1529,178,1228,477,2400,21550
1703,sostegno,noun,1901.0,3,687,3362,1654,197153,4229,5.602e-05,m,,,AU,,222,28343,363,925,4303,115,1730,31766
1704,citare,verb,1902.33,3,955,3745,1007,146372,3639,9.532300000000001e-05,na,avere,,FO,,722,9259,1896,133,588,990,1112,50465
1705,specifico,adjective,1902.67,3,281,3894,1533,402615,3428,6.08e-05,na,,o,FO,,678,10010,1202,242,10467,33,1845,29676
1706,avanzare,verb,1903.0,3,994,2706,2009,140913,5580,4.3790999999999995e-05,na,avere,,FO,,978,6313,491,671,1253,466,1904,28651
1707,rinunciare,verb,1903.0,3,1734,1557,2418,77038,11005,3.4634999999999996e-05,na,avere,,FO,,1967,2434,2412,96,4396,112,2407,21505
1708,fotografia,noun,1905.67,3,1822,2256,1639,72401,6868,5.660000000000001e-05,f,,,FO,,7353,240,8059,11,9494,38,2160,24611
1709,museo,noun,1906.33,3,1830,2769,1120,72142,5456,8.5e-05,m,,,FO,,7855,209,6571,16,3146,172,549,100439
1710,sportivo,adjective,1907.0,3,914,3359,1448,153703,4236,6.53e-05,na,,o,FO,,2453,1717,7686,12,47456,3,694,82242
1711,prezioso,adjective,1910.67,3,1780,1991,1961,74562,8067,4.5190000000000006e-05,na,,o,FO,,1934,2496,2864,72,1544,373,2628,19202
1712,nullo,adjective,1911.0,3,5239,234,260,15617,117710,0.00036308,na,,o,,,730,9220,1062,285,228,2572,1504,37287
1713,richiesta,noun,1911.33,3,168,3690,1876,512034,3715,4.79e-05,f,,,FO,,926,6775,1317,210,8025,48,3005,16253
1714,fumare,verb,1912.33,3,3227,904,1606,32815,21218,5.8065e-05,na,avere,,FO,,2630,1533,3498,50,2112,272,5158,8179
1715,consentire,verb,1913.0,3,162,4568,1009,516878,2737,9.526e-05,na,avere,,FO,,233,27136,347,959,2548,219,734,78221
1716,addossare,verb,1914.67,3,3014,796,1934,36583,25226,4.5776000000000004e-05,na,avere,,FO,,8551,178,8089,11,1339,438,6857,5487
1717,interrompere,verb,1917.0,3,2113,1495,2143,59830,11722,4.025499999999999e-05,na,avere,,FO,,1585,3331,2578,86,1314,445,1517,36935
1718,strategia,noun,1917.67,3,979,2966,1808,142268,5027,5.01e-05,f,,,FO,,243,25875,308,1045,27388,7,2827,17429
1719,lento,adverb,1919.0,2,,1989,1849,,8068,4.879e-05,na,,,FO,,3193,1094,856,364,1480,386,2458,20908
1720,scaricare,verb,1919.33,3,1694,1933,2131,79391,8368,4.06e-05,na,avere,,FO,,4527,588,6029,19,6394,68,6551,5849
1721,concetto,noun,1920.0,3,856,3884,1020,164686,3438,9.43e-05,m,,,FO,,909,6934,1457,187,1021,579,1473,37997
1722,uovo,noun,1921.33,3,2487,1383,1894,47380,12771,4.72e-05,m,,,FO,,5730,381,8841,9,1072,548,2419,21371
1723,assurdo,adjective,1927.33,3,2701,1255,1826,42399,14334,4.944e-05,na,,o,FO,,2490,1676,3403,53,4812,100,10979,2764
1724,superficie,noun,1929.33,3,1206,3002,1580,117139,4952,5.881e-05,f,,,FO,,3129,1133,4714,30,1617,357,655,86030
1725,fregare,verb,1930.0,3,3533,703,1554,28698,29427,5.990300000000001e-05,na,avere,,FO,,21399,24,15717,3,6887,61,5782,6986
1726,conservare,verb,1930.33,3,1131,2972,1688,125833,5022,5.4273e-05,na,avere,,FO,,2191,2062,3120,61,1034,573,758,76017
1727,esistenza,noun,1930.33,3,978,2981,1832,142763,4995,4.902e-05,f,,,FO,,2445,1726,2872,71,2256,252,1455,38480
1728,olio,noun,1930.67,3,1520,2582,1690,90236,5957,5.421e-05,m,,,FO,,4019,731,6330,17,1847,312,1999,26690
1729,carcere,noun,1931.67,3,1723,2226,1846,77652,6980,4.883e-05,m,,,FO,,2775,1391,3875,42,819,724,2077,25625
1730,contatto,noun,1932.67,3,853,2445,2500,165014,6319,3.31e-05,m,,,FO,,1949,2454,4774,29,21328,10,3663,12809
1731,gentile,adjective,1933.0,3,3488,691,1620,29187,29936,5.75e-05,na,,e,FO,,5260,448,6585,16,1429,404,4632,9486
1732,leggero,adverb,1933.5,2,,2136,1731,,0,0,na,,,FO,,4072,0,3698,0,3692,0,1311,0
1733,bruciare,verb,1933.67,3,2912,937,1952,38243,20283,4.546900000000001e-05,na,avere,,FO,,7230,247,4220,37,3099,175,4251,10658
1734,diffondere,verb,1934.33,3,865,3287,1651,162871,4357,5.611599999999999e-05,na,avere,,FO,,1979,2415,1231,231,3542,148,1468,38163
1735,dirigere,verb,1934.33,3,1144,1863,2796,123828,8791,2.9096000000000004e-05,na,avere,,FO,,5478,417,4686,31,2524,222,1151,48846
1736,escludere,verb,1934.33,3,834,2936,2033,167328,5082,4.3250999999999996e-05,na,avere,,FO,,1409,3872,1659,162,2589,215,2851,17283
1737,vestito,noun,1936.0,3,3357,713,1738,30810,28953,5.2409999999999995e-05,m,,,FO,,13948,62,6896,14,2364,239,4113,11125
1738,promessa,noun,1937.0,3,2453,1496,1862,48441,11713,4.8299999999999995e-05,f,,,AU,,1736,2937,950,327,1036,571,3319,14372
1739,punta,noun,1939.0,3,2227,2031,1559,55209,7865,5.981e-05,f,,,FO,,3262,1053,2327,101,1278,456,1510,37061
1740,scherzare,verb,1939.67,3,3851,469,1499,25322,46385,6.272699999999998e-05,na,avere,,FO,,10176,125,10182,7,3024,180,7780,4569
1741,simbolo,noun,1940.0,3,1546,2743,1531,88586,5504,6.09e-05,m,,,FO,,2704,1459,4728,30,4844,99,1089,51843
1742,compito,noun,1941.67,3,553,2363,2909,238879,6552,2.75e-05,m,,,FO,,1484,3616,4545,32,14757,19,3634,12948
1743,stanco,adjective,1942.0,3,2999,826,2001,36743,24149,4.4069999999999996e-05,na,,o,FO,,7191,249,6188,18,1620,357,6577,5814
1744,rappresentante,noun,1942.33,3,562,3738,1527,234166,3650,6.12e-05,m,,,AU,,517,13448,1467,186,3353,158,1312,43155
1745,rappresentante,noun,1942.33,3,562,3738,1527,234166,0,0,f,,,AU,,517,0,1467,0,3353,0,1312,0
1746,riserva,noun,1943.0,3,1428,2576,1825,97428,5970,4.9500000000000004e-05,f,,,AU,,924,6789,571,566,4282,116,1357,41369
1747,accusare,verb,1943.67,3,2046,1549,2236,62394,11099,3.8116e-05,na,avere,,FO,,3230,1073,2812,74,2127,270,1993,26837
1748,inizio,noun,1943.67,3,325,2682,2824,369760,5651,2.88e-05,m,,,FO,,4313,640,3454,51,16916,15,1686,32899
1749,ignorare,verb,1945.0,3,2115,1906,1814,59659,8518,4.9855e-05,na,avere,,FO,,1249,4646,942,331,1683,341,4127,11090
1750,modificare,verb,1945.0,3,512,3739,1584,257205,3648,5.8768e-05,na,avere,,FO,,653,10474,1234,230,6733,63,1309,43223
1751,effettuare,verb,1946.67,3,253,4297,1290,427253,2973,7.3422e-05,na,avere,,FO,,814,7973,1368,201,6599,65,676,84014
1752,poliziotto,noun,1948.0,3,3302,612,1930,31644,34221,4.59e-05,m,,,FO,,6648,291,5404,23,16723,16,3581,13166
1753,stesso,noun,1948.33,3,5630,142,73,13973,0,0,m,,,,,98,0,76,0,72,0,58,0
1754,seriamente,adverb,1949.0,2,,1612,2286,,10614,3.72e-05,na,,,AU,,1722,2972,2087,116,7161,57,7577,4746
1755,malato,noun,1951.33,3,2424,1248,2182,49161,14409,3.95e-05,m,,,FO,,3663,862,4341,35,6255,70,3717,12603
1756,segretario,noun,1952.67,3,1299,2850,1709,108295,5265,5.364e-05,m,,,AU,,2115,2180,1550,175,1635,353,1397,39928
1757,banda,noun,1954.0,3,2013,1807,2042,63468,9188,4.29e-05,f,,,AU,,3153,1117,2877,71,1175,499,1422,39151
1758,originale,noun,1954.33,3,3040,1919,904,36210,0,0,m,,,FO,,2509,0,4251,0,2115,0,508,0
1759,originale,noun,1954.33,3,3040,1919,904,36210,0,0,f,,,FO,,2509,0,4251,0,2115,0,508,0
1760,registrazione,noun,1956.0,3,1722,2245,1901,77728,6926,4.6970000000000006e-05,f,,,FO,,2673,1489,4391,34,32095,5,1509,37068
1761,quota,noun,1956.33,3,441,3749,1679,290994,3633,5.46e-05,f,,,FO,,910,6931,554,587,11406,29,1533,36507
1762,fuga,noun,1957.0,3,2279,1673,1919,53653,10182,4.639e-05,f,,,FO,,3498,930,1739,151,1450,395,1664,33155
1763,gennaio,noun,1957.33,3,308,4970,594,380081,2422,0.000162,m,,,FO,,1066,5679,1588,172,1331,441,194,227380
1764,capo,noun,1958.67,3,486,3034,2356,267590,4869,3.55e-05,m,,,FO,,1344,4133,3103,61,964,617,2716,18399
1765,papà,noun,1961.67,3,3588,354,1943,27975,66780,4.57e-05,m,,,FO,,22086,22,30157,1,6175,71,9124,3615
1766,scarpa,noun,1961.67,3,3383,879,1623,30550,22005,5.745e-05,f,,,FO,,9443,147,7763,11,4337,114,5061,8391
1767,violento,adjective,1962.33,3,2065,1891,1931,61729,8642,4.59e-05,na,,o,FO,,2683,1481,2156,112,1931,299,2162,24599
1768,intervenire,verb,1963.67,3,559,3544,1788,236342,3932,5.0536e-05,na,essere,,FO,,580,11937,1381,198,2903,188,2209,24068
1769,post,noun,1964.67,3,1219,4151,524,115813,3138,0.000182,m,,,AU,,6698,286,2010,121,5759,78,1837,29851
1770,prestito,noun,1965.0,3,2169,1799,1927,57162,9242,4.5900000000000004e-05,m,,,AU,,2070,2248,344,962,4771,101,1406,39630
1771,angelo,noun,1967.0,3,3232,1234,1435,32753,14595,6.61e-05,m,,,FO,,15112,53,15954,3,1945,296,1039,54461
1772,cifra,noun,1967.0,3,1528,2655,1718,89642,5727,5.33e-05,f,,,FO,,1345,4128,1289,216,2690,205,2847,17317
1773,fenomeno,noun,1972.0,3,655,4166,1095,208650,3128,8.7e-05,m,,,FO,,1068,5666,1589,172,1432,403,1352,41471
1774,quarto,noun,1973.33,3,2647,1796,1477,43598,0,0,m,,,FO,,1632,0,976,0,1045,0,538,0
1775,pane,noun,1974.0,3,2232,1870,1820,55061,8739,4.968e-05,m,,,FO,,7366,239,6719,15,987,600,4343,10399
1776,dell,adjective,1976.0,3,2163,3234,531,57383,4434,0.000178,na,,invariable,,,84,64317,25,10814,74,7366,23,2435238
1777,scoperta,noun,1976.33,3,1759,2649,1521,75881,5737,6.16e-05,f,,,FO,,4183,676,2183,110,1542,373,1167,48418
1778,lettura,noun,1976.67,3,795,3696,1439,175104,3711,6.6e-05,f,,,FO,,804,8116,3938,41,2621,211,2595,19522
1779,peggio,adjective,1977.0,3,4087,794,1050,23040,0,0,na,,o,FO,,2967,0,1539,0,870,0,8136,0
1780,denunciare,verb,1977.33,3,1357,2512,2063,102670,6128,4.242999999999999e-05,na,avere,,FO,,1995,2388,3703,46,12959,24,4281,10562
1781,politico,noun,1978.0,3,3396,2151,387,30392,0,0,m,,,FO,,172,0,97,0,877,0,610,0
1782,critica,noun,1980.0,3,1283,3782,875,109871,3575,0.00011,f,,,FO,,894,7057,1391,197,2258,252,709,80327
1783,vero,noun,1980.33,3,5727,88,126,13511,0,0,m,,,FO,,326,0,332,0,154,0,438,0
1784,dovuto,adjective,1980.67,3,2711,1862,1369,41985,8795,6.92e-05,na,,o,AU,,1313,4305,1578,174,3341,159,1377,40708
1785,caricare,verb,1982.0,3,3519,1303,1124,28892,13819,8.472e-05,na,avere,,FO,,1412,3859,1682,159,1361,428,1577,35613
1786,resistenza,noun,1982.33,3,1801,2637,1509,73434,5783,6.199000000000001e-05,f,,,AU,,2477,1694,931,333,2187,262,1252,45278
1787,finora,adverb,1983.5,2,,1842,2125,,8876,4.07e-05,na,,,AU,,899,7008,935,332,3115,173,5560,7363
1788,terminare,verb,1985.67,3,1514,2758,1685,90588,5478,5.448e-05,na,either,,FO,,2288,1936,3609,48,1163,505,517,104879
1789,tradurre,verb,1986.0,3,1693,1525,2740,79434,11381,2.9705000000000004e-05,na,avere,,FO,,1983,2408,1835,139,2791,197,4288,10554
1790,ombra,noun,1986.67,3,1742,1737,2481,76613,9702,3.34e-05,f,,,FO,,1815,2736,2021,121,1842,313,2869,17148
1791,alternativa,noun,1987.0,3,1732,2704,1525,77344,5588,6.14e-05,f,,,AU,,1203,4923,743,430,10078,35,2083,25527
1792,mobile,adjective,1987.67,3,1843,2618,1502,71793,5838,6.25e-05,na,,e,FO,,3212,1082,1642,164,3033,179,1966,27410
1793,alimentare,adjective,1988.33,3,1462,3189,1314,94769,4513,7.213e-05,na,,e,AU,,428,15567,331,992,3546,148,1530,36573
1794,patto,noun,1988.67,3,1922,1849,2195,68214,8849,3.891e-05,m,,,AU,,952,6537,1445,189,936,633,2406,21528
1795,produttore,noun,1990.67,3,1561,2699,1712,87573,5600,5.3570000000000004e-05,m,,,AU,,771,8578,1049,292,14598,20,1036,54624
1796,investimento,noun,1993.0,3,830,3476,1673,167933,4045,5.4999999999999995e-05,m,,,AU,,519,13393,78,3108,38367,4,3474,13675
1797,allontanare,verb,1995.67,3,1964,1512,2511,65898,11509,3.2988e-05,na,avere,,FO,,3659,864,3075,63,2610,213,2500,20498
1798,numeroso,adjective,1998.0,3,565,4721,708,233660,2618,0.00013741000000000003,na,,o,FO,,592,11670,1083,277,937,632,261,188126
1799,ala,noun,1998.33,3,2809,1469,1717,40078,11895,5.34e-05,f,,,FO,,5158,463,4339,35,1903,302,927,61530
1800,linguaggio,noun,2001.67,3,1069,3349,1587,132681,4249,5.871e-05,m,,,FO,,3523,915,3586,48,1943,296,1833,29871
1801,arrivo,noun,2002.0,3,1305,1841,2860,107928,8884,2.82e-05,m,,,FO,,5240,450,4621,31,8373,45,11048,2736
1802,anticipare,verb,2002.33,3,2186,1868,1953,56591,8749,4.5370999999999996e-05,na,avere,,AU,,1877,2615,2174,111,12011,27,2252,23530
1803,inferiore,adjective,2003.67,3,668,4113,1230,204707,3175,7.75e-05,na,,e,FO,,1460,3709,601,535,1550,371,720,79315
1804,adorare,verb,2004.67,3,3765,523,1726,26262,40400,5.2992e-05,na,avere,,FO,,24739,17,16108,3,4115,122,8604,3955
1805,giapponese,adjective,2005.67,3,2720,2022,1275,41837,7898,7.49e-05,na,,e,FO,,4275,650,1178,247,20044,12,706,80735
1806,risparmiare,verb,2007.33,3,2693,1743,1586,42631,9660,5.8725e-05,na,avere,,AU,,1443,3761,543,604,2451,230,3484,13620
1807,chissà,adverb,2008.0,2,,2001,2015,,8017,4.37e-05,na,,,FO,,8554,177,12566,4,13213,23,30248,543
1808,intanto,adverb,2010.5,2,,2684,1337,,5646,7.08e-05,na,,,FO,,5556,405,6659,15,401,1424,1505,37266
1809,tassa,noun,2011.0,3,1687,2836,1510,79749,5302,6.19e-05,f,,,FO,,1480,3626,447,739,2846,192,4084,11246
1810,corrispondere,verb,2011.67,3,1014,2620,2401,138984,5827,3.4729e-05,na,avere,,FO,,1676,3078,1991,123,1796,321,2093,25411
1811,collaborazione,noun,2015.0,3,425,4289,1331,298395,2983,7.091e-05,f,,,AU,,699,9604,1186,245,18310,13,831,69214
1812,partner,noun,2016.33,3,2177,1753,2119,56865,9545,4.085e-05,m,,,AU,,948,6615,717,446,10694,32,3220,14940
1813,partner,noun,2016.33,3,2177,1753,2119,56865,0,0,f,,,AU,,948,0,717,0,10694,0,3220,0
1814,you,adjective,2016.33,3,2917,1326,1806,38175,13405,5.01e-05,na,,invariable,,,14819,55,,,36165,4,1572,35674
1815,culo,noun,2022.0,3,4680,515,871,18895,41260,0.00011,m,,,FO,,,,,,,,43138,304
1816,principio,noun,2022.67,3,608,3801,1659,219841,3557,5.5603e-05,m,,,FO,,300,21477,1005,308,354,1616,1915,28425
1817,dividere,verb,2023.33,3,1291,2379,2400,109313,6510,3.473600000000001e-05,na,avere,,FO,,3622,878,3757,45,1876,306,2248,23585
1818,peccare,verb,2024.67,3,3939,844,1291,24399,23459,7.3333e-05,na,avere,,,,2745,1413,4886,28,1934,298,6384,6099
1819,prigione,noun,2025.67,3,3891,576,1610,24914,36781,5.775e-05,f,,,AU,,3319,1020,5396,23,633,924,2355,22097
1820,nominare,verb,2027.33,3,1278,2829,1975,110415,5315,4.4745000000000006e-05,na,avere,,FO,,2740,1417,2620,84,772,762,464,115844
1821,orario,adjective,2027.33,3,2403,1979,1700,49940,0,0,na,,o,FO,,2317,0,4997,0,,0,3681,0
1822,interessato,noun,2027.67,3,1336,2492,2255,104543,0,0,m,,,AU,,1078,0,2569,0,10051,0,3758,0
1823,abitante,noun,2028.33,3,1353,3666,1066,102731,3746,8.947e-05,m,,,AU,,1893,2587,1856,136,1113,526,241,202963
1824,identità,noun,2028.67,3,1028,3286,1772,137547,4357,5.13e-05,f,,,FO,,2247,1985,2216,107,9971,35,1805,30183
1825,opzione,noun,2030.33,3,1810,2212,2069,73108,7036,4.23e-05,f,,,AU,,2254,1972,800,395,,,4396,10198
1826,comandare,verb,2031.33,3,3715,966,1413,26631,19877,6.684099999999999e-05,na,avere,,AU,,6040,348,3164,59,518,1098,537,102006
1827,deviare,verb,2031.67,3,5465,153,477,14679,209589,0.00019872700000000002,na,avere,,AD,,8627,175,5210,25,4565,106,5271,7959
1828,prestare,verb,2032.0,3,1128,2546,2422,126157,6057,3.4518e-05,na,avere,,FO,,1174,5105,2117,115,1330,442,1994,26833
1829,volume,noun,2032.0,3,964,3911,1221,144146,3397,7.79e-05,m,,,FO,,2549,1621,1840,138,710,838,826,69596
1830,ovvio,adjective,2034.0,3,2725,1301,2076,41744,13833,4.215e-05,na,,o,AU,,1527,3506,2672,81,15622,18,14979,1727
1831,doppio,noun,2036.0,3,3924,1278,906,24612,0,0,m,,,FO,,2013,0,1602,0,1703,0,480,0
1832,notevole,adjective,2041.0,3,1221,3159,1743,115640,4582,5.21e-05,na,,e,AU,,807,8091,875,357,1701,338,974,58876
1833,raro,adjective,2041.0,3,2016,2396,1711,63321,6453,5.36e-05,na,,o,FO,,3313,1022,2481,92,1275,458,1840,29790
1834,nemico,adjective,2041.67,3,4162,858,1105,22354,0,0,na,,o,FO,,3786,0,2411,0,277,0,1006,0
1835,odiare,verb,2043.33,3,3319,838,1973,31418,23650,4.4835999999999996e-05,na,avere,,FO,,15009,54,8867,9,3237,166,5448,7576
1836,monte,noun,2046.67,3,2207,2980,953,55732,4998,0.0001003,m,,,FO,,2653,1510,4346,35,499,1126,444,119943
1837,presentazione,noun,2047.33,3,638,3611,1893,213019,3828,4.7329999999999996e-05,f,,,AU,,1431,3801,5275,24,10239,34,3342,14248
1838,alcuno,verb,2047.67,3,5705,326,112,13604,0,0,na,avere,,,,80,0,80,0,105,0,59,0
