rank,word,avg_rank,sources_count,rank_hermitdave,rank_orgtre,rank_wordfreq,count_hermitdave,count_orgtre,freq_wordfreq,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
276,nelle,322.00,3,435,416,115,65294,160820,0.000776,149,40930,121,2218,93,5985,71,562454
277,bella,323.67,3,301,312,358,102872,226394,0.00024,5561,681,8349,18,327,1679,2223,23931
278,testa,326.00,3,291,293,394,106617,247761,0.000224,4759,862,3123,80,486,1119,575,81630
279,punto,328.00,3,390,382,212,73135,178014,0.000417,130,45179,225,1278,290,1892,266,166676
280,amici,328.67,3,333,340,313,86394,202248,0.000275,2366,2225,2590,101,464,1165,1024,49154
281,farlo,328.67,3,214,199,573,150609,378367,0.000162,824,7957,1004,304,1377,405,2830,18537
282,stanno,328.67,3,328,327,331,88329,213630,0.000269,582,11650,194,1557,1579,359,2736,19195
283,dobbiamo,329.33,3,183,172,633,179373,444175,0.000145,81,70512,581,550,1547,364,15412,2472
284,quasi,332.33,3,381,379,237,75598,179415,0.00038,712,9540,221,1316,152,3928,294,150874
285,ragazza,332.33,3,276,286,435,114359,255506,0.000204,16521,109,11240,11,3413,165,677,69084
286,stessa,333.67,3,387,370,244,73974,181503,0.000372,393,16261,493,656,288,1899,285,157183
287,prendere,334.33,3,306,307,390,100586,231383,0.000224,514,12930,756,408,984,572,1220,42442
288,oh,338.00,3,59,64,891,536995,1198792,0.000105,26445,43,25097,3,390,1429,7305,6514
289,morte,339.67,3,373,359,287,77648,188311,0.000309,1037,6178,1339,221,200,2913,170,243222
290,letto,340.00,3,330,344,346,87334,198840,0.000251,3494,1333,5769,33,610,917,2127,24984
291,piano,340.33,3,349,334,338,82812,204928,0.000257,378,16848,382,830,790,698,384,120261
292,mano,341.33,3,356,358,310,80423,189727,0.000282,1853,3114,1192,251,175,3449,611,75798
293,trovare,342.00,3,351,333,342,82166,206267,0.000257,552,12292,681,458,943,596,950,52561
294,trovato,345.67,3,251,235,551,123977,312208,0.00017,2212,2448,2669,97,844,661,1645,31864
295,state,346.33,3,348,350,341,82920,195041,0.000257,309,20341,395,811,616,911,309,143848
296,stare,346.67,3,272,274,494,116354,269478,0.000186,3565,1297,3261,74,1501,374,4482,11423
297,capito,348.33,3,288,296,461,107460,246706,0.000191,3283,1454,3158,78,3453,162,9415,4709
298,sicuro,348.67,3,246,231,569,128972,321788,0.000166,1425,4227,1161,259,1195,468,3652,14182
299,dentro,351.67,3,250,249,556,124725,297565,0.000166,7941,393,6139,30,525,1047,2634,19957
300,mamma,353.33,3,191,212,657,164145,355343,0.000141,22027,62,49166,1,1358,411,7241,6590
301,ore,357.33,3,408,412,252,69165,163580,0.000355,1844,3124,2810,91,492,1113,647,70780
302,col,359.67,3,407,410,262,69323,164254,0.000339,1838,3147,4190,52,86,6411,341,134796
303,viene,360.00,3,451,474,155,62171,139902,0.000562,324,19418,380,833,567,989,60,669097
304,almeno,360.67,3,404,399,279,70410,171211,0.000316,757,8859,430,762,428,1284,698,67333
305,sue,361.33,3,418,421,245,67687,159906,0.000372,398,16100,414,785,154,3913,145,282903
306,bello,362.67,3,309,319,460,97844,219031,0.000191,7562,425,12301,10,874,638,5964,8304
307,altre,364.67,3,465,461,168,60408,143641,0.000513,230,27330,186,1608,177,3431,143,286235
308,capo,365.00,3,344,353,398,83858,192140,0.000219,2247,2405,1874,151,191,3113,345,133185
309,vorrei,366.00,3,311,308,479,97478,228586,0.000191,85,65950,9362,15,1573,360,23584,1349
310,ciò,367.33,3,464,464,174,60821,142961,0.000501,91,63373,71,3304,108,5370,300,147852
311,avanti,368.00,3,321,346,437,91453,198163,0.0002,489,13472,445,729,793,695,1420,36967
312,eh,371.33,3,295,323,496,104575,217214,0.000182,49019,11,,1,2605,218,43432,529
313,guarda,371.33,3,249,279,586,125602,267343,0.000158,6287,564,6222,29,2815,199,7621,6163
314,quelli,372.33,3,456,447,214,61732,147951,0.000417,426,14938,342,927,228,2561,433,107881
315,nostri,373.00,3,399,393,327,71251,172796,0.000269,185,33821,727,424,260,2152,4226,12145
316,possibile,373.67,3,431,420,270,66058,160032,0.000331,166,37805,407,799,577,968,416,111797
317,tuoi,374.33,3,287,284,552,107623,259261,0.00017,31091,30,14856,7,1751,319,19628,1768
318,amore,375.33,3,345,385,396,83502,176421,0.000219,9431,298,9697,14,420,1310,645,70939
319,lì,376.33,3,326,336,467,89911,204239,0.000191,4059,1086,2122,129,1006,559,1297,40317
320,nemmeno,377.00,3,355,347,429,81033,196754,0.000204,1388,4334,2251,121,850,656,3829,13506
321,migliore,380.33,3,398,396,347,71263,172020,0.000251,480,13642,393,813,1287,434,970,51894
322,dovrebbe,382.00,3,392,389,365,72424,174054,0.000234,212,29344,148,1849,2051,275,2763,19028
323,perchè,382.33,3,397,557,193,71521,115085,0.000447,3553,1303,2517,106,69,7503,,105
324,importante,383.00,3,417,414,318,67848,161014,0.000275,99,57073,190,1582,1762,317,385,120207
325,vai,383.67,3,206,223,722,156443,335697,0.000129,,9,,,8117,63,20647,1644
326,dovuto,384.67,3,320,309,525,93267,228494,0.000174,744,8986,680,459,740,738,754,62549
327,buon,387.33,3,377,400,385,77308,170839,0.000224,726,9356,1022,298,296,1842,1454,36074
328,giro,389.33,3,372,381,415,77718,178150,0.000209,3473,1347,2231,122,1920,294,696,67370
329,ah,390.00,3,283,316,571,109801,223554,0.000162,25204,47,,,764,718,14226,2749
330,terra,390.00,3,412,426,332,68331,156070,0.000269,2281,2357,1425,207,178,3425,303,146685
331,foto,390.67,3,496,509,167,56644,129687,0.000525,15552,123,15852,6,,,2567,20550
332,paura,391.00,3,336,349,488,85829,195334,0.000186,3088,1584,1350,219,886,630,3085,16979
333,dico,393.33,3,332,338,510,86720,203031,0.000178,1952,2905,,,602,929,29122,982
334,perche,393.33,3,64,58,1058,489341,1283914,8.91e-05,42638,15,,,4502,121,,378
335,ragazzo,394.00,3,279,292,611,113236,248242,0.000151,18193,90,14826,7,3694,150,1112,45795
336,polizia,394.67,3,325,328,531,90196,211203,0.000174,1095,5786,2757,94,2290,245,763,61783
337,vedo,395.00,3,364,363,458,79175,185291,0.000195,2356,2245,9085,16,2593,218,31972,853
338,numero,396.67,3,470,484,236,60059,136330,0.00038,356,17664,319,967,369,1502,189,226010
339,abbastanza,397.00,3,343,341,507,84028,200652,0.000178,1423,4228,738,418,804,686,1708,31019
340,settimana,397.67,3,420,433,340,67192,154241,0.000257,737,9136,1576,181,2701,208,979,51514
341,strada,399.33,3,414,434,350,67968,153882,0.000251,664,10109,647,486,498,1100,382,120856
342,poco,402.00,3,499,501,206,56227,131999,0.000427,627,10666,311,991,102,5630,242,179555
343,serve,404.00,3,292,276,644,106161,268891,0.000145,1986,2821,1383,213,1809,310,3427,15350
344,sera,404.33,3,371,367,475,77766,183563,0.000191,1781,3273,8653,17,411,1341,1371,38126
345,scuola,405.33,3,432,480,304,65965,137802,0.000288,3152,1538,1148,261,1035,539,364,126616
346,fanno,409.33,3,472,489,267,59945,135249,0.000331,1041,6119,670,466,469,1156,990,51076
347,passato,413.33,3,409,398,433,69134,171302,0.000204,752,8901,579,551,721,760,581,80137
348,quei,417.00,3,406,411,434,69770,164053,0.000204,1141,5521,1286,230,263,2121,2445,21740
349,stiamo,419.00,3,300,290,667,102944,249136,0.000141,334,19044,1684,171,11242,42,23853,1324
350,capisco,419.67,3,322,320,617,91340,218460,0.000148,2732,1866,11762,10,8189,62,,239
351,neanche,420.67,3,370,362,530,78191,185852,0.000174,2340,2267,2033,136,2404,235,6453,7590
352,signore,422.33,3,171,182,914,192704,425533,0.000102,5716,653,18091,5,381,1463,1641,31951
353,bambini,422.67,3,438,455,375,65172,144897,0.000229,616,10904,381,832,3535,157,817,58412
354,minuti,424.33,3,411,419,443,68593,160333,0.0002,2520,2035,5437,36,1509,373,1047,48119
355,aiuto,426.67,3,335,330,615,86224,208856,0.000148,931,6971,1158,259,957,586,762,61787
356,verso,427.00,3,528,529,224,52752,122576,0.000407,326,19257,132,2039,170,3541,158,264273
357,moglie,427.67,3,310,314,659,97797,223977,0.000141,9135,312,6044,31,456,1191,377,121750
358,possa,429.00,3,475,444,368,59645,148881,0.000234,269,23471,475,685,500,1095,1479,35502
359,vado,433.67,3,297,311,693,104383,227803,0.000135,11075,225,,,3677,151,20022,1717
360,qualsiasi,437.00,3,479,451,381,59149,146273,0.000229,516,12878,439,736,2679,210,1229,42149
361,occhi,439.67,3,428,437,454,66229,153741,0.000195,2027,2745,2116,129,202,2889,1491,35172
362,donne,440.00,3,512,542,266,54728,118657,0.000331,253,24896,294,1037,326,1692,574,81863
363,nuova,440.33,3,544,556,221,49966,115093,0.000407,311,20235,280,1065,328,1678,181,233346
364,ben,441.00,3,536,522,265,51786,125399,0.000331,408,15521,263,1110,146,4086,324,140362
365,scusa,441.00,3,302,303,718,101934,237608,0.000129,5321,732,6884,25,3261,172,7698,6089
366,domani,441.67,3,341,365,619,85002,184502,0.000148,637,10486,3553,66,1729,323,12312,3331
367,problemi,442.33,3,485,488,354,58073,135303,0.000245,184,34693,240,1198,7257,72,633,73100
368,pure,442.33,3,523,511,293,53047,127659,0.000302,1585,3770,4791,43,185,3227,1859,28490
369,magari,443.00,3,410,380,539,68849,178274,0.00017,3147,1541,4096,54,6474,81,15069,2546
370,senso,444.67,3,517,495,322,53977,133844,0.000275,323,19504,510,638,562,993,875,55642
371,nessun,448.67,3,385,384,577,74557,176654,0.000162,1324,4612,1012,301,1119,499,1969,27001
372,mie,449.67,3,379,375,595,76140,180065,0.000155,1434,4209,4678,44,532,1036,15242,2509
373,guerra,450.00,3,537,528,285,51496,122602,0.000309,686,9876,265,1103,160,3781,115,357536
374,cuore,450.67,3,449,453,450,62968,145231,0.000195,1524,3928,2761,93,278,1952,1258,41375
375,merda,452.67,3,360,392,606,79692,173263,0.000151,,,,,,,,407
376,possono,453.67,3,561,570,230,47326,110201,0.000398,239,26163,97,2493,451,1200,274,162376
377,dare,456.67,3,520,514,336,53534,126985,0.000257,338,18802,556,570,505,1083,1077,46940
378,difficile,456.67,3,460,459,451,61280,143928,0.000195,524,12809,314,978,1112,503,1449,36198
379,genere,457.00,3,518,508,345,53941,129693,0.000251,661,10139,558,569,930,603,326,139378
380,dalle,458.33,3,606,611,158,41669,98239,0.000537,267,23719,202,1510,181,3372,147,279971
381,mesi,458.33,3,529,527,319,52606,122901,0.000275,571,11862,685,454,568,988,428,109143
382,messo,460.67,3,445,438,499,63408,152596,0.000182,1340,4569,866,354,739,740,1344,38897
383,colpa,461.00,3,389,376,618,73444,179643,0.000148,3426,1378,2647,98,953,587,4199,12224
384,vedi,462.33,3,393,409,585,72393,164311,0.000162,21244,66,10357,13,1016,552,4559,11243
385,avrei,463.00,3,305,294,790,101264,247030,0.000117,2201,2469,8476,18,1062,526,27967,1044
386,presto,464.67,3,358,395,641,80233,172224,0.000145,1023,6271,1056,286,462,1165,785,60682
387,forte,465.67,3,486,497,414,57843,132351,0.000209,586,11566,258,1123,403,1382,515,90953
388,film,466.00,3,525,582,291,52832,106972,0.000302,6597,526,3780,61,,,79,533335
389,capire,467.00,3,506,471,424,55475,140548,0.000204,1280,4813,1094,275,3580,155,3299,15916
390,quattro,468.00,3,519,515,370,53750,126982,0.000234,826,7949,634,494,286,1912,164,249266
391,città,469.33,3,639,622,147,39454,96453,0.000589,1204,5173,462,707,122,4703,75,546873
392,fatta,469.67,3,469,458,482,60085,143989,0.000186,2031,2735,2819,91,338,1634,1518,34535
393,corpo,470.67,3,493,494,425,56973,133876,0.000204,3386,1394,4220,52,407,1367,306,145466
394,sola,471.00,3,415,415,583,67937,160825,0.000162,1448,4142,1665,173,306,1798,925,53647
395,macchina,471.67,3,350,366,699,82522,183620,0.000132,7399,439,3549,66,2257,248,1707,31049
396,pensare,473.00,3,467,463,489,60231,143103,0.000186,1169,5372,1057,286,1004,561,3198,16364
397,vista,473.33,3,542,534,344,50593,120967,0.000257,282,22762,472,694,536,1029,502,92736
398,bel,474.67,3,383,388,653,75097,174251,0.000141,5869,629,5353,37,526,1046,5570,8955
399,ieri,475.33,3,453,445,528,62079,148833,0.000174,949,6833,7857,20,2659,212,22137,1482
400,fratello,476.33,3,337,339,753,85320,202525,0.000123,12114,192,18397,5,443,1235,422,110645
401,the,477.00,3,593,555,283,43070,115647,0.000316,4837,842,182,1637,2402,235,94,440516
402,piccolo,479.00,3,446,476,515,63260,139416,0.000178,2332,2279,1981,140,838,664,524,88916
403,acqua,480.67,3,482,513,447,58651,127249,0.000195,2286,2349,788,393,706,776,412,114215
404,unica,481.33,3,531,491,422,52564,134405,0.000209,1051,6053,711,431,2401,235,498,92998
405,negli,483.00,3,621,599,229,40700,101696,0.000398,244,25530,82,2953,370,1501,117,348038
406,siano,483.00,3,575,563,311,45451,111650,0.000282,177,36482,276,1083,779,709,974,51714
407,sentito,487.67,3,282,287,894,110086,255473,0.000105,1572,3805,4881,42,2862,196,7261,6567
408,morto,489.00,3,314,306,847,97060,232703,0.00011,6644,520,4865,42,465,1163,1092,46305
409,papa,489.33,3,403,402,663,70992,168368,0.000141,10520,246,4341,50,255,2221,481,97443
410,significa,489.33,3,433,422,613,65799,159755,0.000151,529,12692,487,666,2897,194,1319,39730
411,mezzo,490.00,3,555,562,353,48105,112394,0.000245,1028,6241,1009,302,164,3677,643,71145
412,agli,493.00,3,644,647,188,39237,92274,0.000457,155,39976,164,1723,197,2966,166,247869
413,felice,493.00,3,388,405,686,73508,166892,0.000135,3877,1157,9594,15,807,684,2256,23621
414,qua,493.00,3,375,387,717,77592,174700,0.000129,6917,489,12942,9,493,1103,11587,3601
415,ultima,493.00,3,430,417,632,66059,160818,0.000148,1202,5174,897,340,1256,445,291,152585
416,bambino,493.33,3,362,371,747,79508,181401,0.000123,3680,1241,2110,130,1912,295,941,52950
417,mani,494.67,3,429,429,626,66106,155558,0.000148,2359,2237,1675,172,292,1884,1368,38289
418,cinque,495.67,3,508,499,480,55436,132182,0.000186,872,7516,531,606,467,1159,333,136400
419,pare,496.00,3,494,452,542,56863,146014,0.00017,989,6542,4028,55,455,1191,3527,14784
420,dietro,497.00,3,492,504,495,56981,131092,0.000182,2276,2364,1515,190,365,1513,929,53367
421,vostro,497.00,3,369,356,766,78512,191708,0.000123,1805,3234,10181,13,512,1065,26129,1157
422,però,498.00,3,632,686,176,40149,85171,0.000501,245,25502,260,1117,213,2721,175,238731
423,unico,498.00,3,557,531,406,47910,122318,0.000219,569,11885,673,465,1733,322,431,108238
424,parla,498.67,3,526,539,431,52799,119231,0.000204,1292,4761,3161,78,1001,562,1643,31924
425,facciamo,499.00,3,342,351,804,84221,194856,0.000115,1857,3105,4074,54,4830,112,29682,956
426,conto,499.33,3,550,549,399,49289,116678,0.000219,246,25421,580,551,614,912,915,54187
427,domanda,501.00,3,535,516,452,51805,126969,0.000195,459,14022,192,1574,1867,303,3305,15886
428,tornare,502.67,3,365,355,788,78980,191904,0.00012,2347,2259,1987,139,1406,398,1134,45129
429,molti,503.00,3,612,638,259,41355,94683,0.000347,211,29434,111,2348,212,2723,226,194129
430,durante,505.33,3,657,662,197,38077,89401,0.000437,439,14698,309,992,661,847,72,559819
431,vicino,506.33,3,502,512,505,55996,127539,0.000182,1607,3714,1537,186,864,647,535,87486
432,veramente,507.00,3,471,518,532,60007,126694,0.000174,871,7527,2842,90,556,1000,5587,8934
433,chiesto,510.00,3,395,386,749,72307,175444,0.000123,798,8323,2149,127,3839,144,3676,14078
434,sento,510.67,3,405,423,704,70388,158632,0.000132,3663,1252,13946,8,2403,235,27693,1059
435,piacere,511.00,3,382,391,760,75430,173459,0.000123,1444,4171,7685,21,1023,545,7059,6798
436,spero,513.33,3,454,456,630,61888,144628,0.000148,493,13423,8736,17,1984,285,40299,595
437,volevo,513.33,3,280,272,988,112989,270799,9.55e-05,3115,1567,30686,2,5108,107,25628,1190
438,auto,514.33,3,462,478,603,61008,138284,0.000151,5536,686,2597,101,,4,1265,41250
439,sulle,515.67,3,649,652,246,38732,91394,0.000372,174,36665,184,1634,315,1722,275,161698
440,pensi,517.00,3,257,261,1033,120588,282673,9.12e-05,6456,543,4408,48,3591,154,15567,2432
441,causa,517.33,3,625,612,315,40373,97880,0.000275,385,16584,285,1058,414,1337,168,244324
442,perso,517.67,3,421,418,714,67176,160659,0.000129,2220,2442,1250,239,19203,21,1308,40001
443,cercando,519.67,3,315,301,943,95366,238799,9.77e-05,1724,3422,1982,140,2498,227,2658,19813
444,figli,520.00,3,554,565,441,48137,111542,0.0002,1981,2832,1573,182,741,738,434,107188
445,prova,520.00,3,543,543,474,50161,118623,0.000191,890,7309,1389,211,579,961,892,54814
446,tratta,523.00,3,585,579,405,44089,108317,0.000219,170,37314,534,598,1329,419,485,96069
447,fu,524.00,3,643,731,198,39305,79711,0.000437,2576,1983,793,390,45,11584,31,1657939
448,venire,524.00,3,324,332,916,90399,207005,0.000102,1601,3738,1897,148,673,827,3042,17209
449,presidente,524.67,3,638,616,320,39537,97533,0.000275,34,177965,179,1656,2166,260,267,165769
450,gioco,525.33,3,577,589,410,45139,104903,0.000214,1226,5067,807,383,5807,92,402,116563
451,andato,529.00,3,363,364,860,79227,184540,0.000107,5886,626,3200,77,1718,325,2739,19173
452,sui,530.00,3,681,677,232,36801,87029,0.000389,168,37480,129,2076,491,1115,331,137354
453,dello,534.00,3,717,716,169,34688,81978,0.000513,248,25233,268,1094,236,2471,106,386539
454,parola,535.33,3,566,568,472,46974,110797,0.000191,693,9704,2926,87,402,1386,1282,40657
455,probabilmente,535.33,3,524,517,565,52894,126827,0.000166,1064,5988,518,631,1208,463,496,93479
456,vivere,535.67,3,541,560,506,50627,113273,0.000182,1948,2911,1741,165,975,575,1550,33638
457,dici,536.00,3,316,318,974,95354,220202,9.55e-05,,2,39328,1,7603,68,,242
458,figlia,536.33,3,401,403,805,71086,167633,0.000115,11219,221,14757,7,679,818,388,119283
459,alcuni,538.33,3,699,713,203,35716,82315,0.000427,148,41049,146,1858,239,2427,119,345340
460,scritto,542.67,3,645,654,329,39116,91181,0.000269,3122,1563,2556,103,518,1057,528,88532
461,saranno,543.67,3,624,624,383,40400,96342,0.000229,349,18119,389,816,1054,528,2509,21082
462,sicurezza,545.33,3,605,586,445,41672,105859,0.0002,106,51852,248,1156,1948,290,928,53461
463,pensa,547.00,3,480,485,676,59078,136156,0.000138,2430,2142,3014,84,1914,295,3245,16171
464,nessuna,547.33,3,487,482,673,57823,136923,0.000138,1630,3659,1354,218,1277,437,2116,25127
465,sopra,548.33,3,568,584,493,46678,106513,0.000186,3190,1512,1351,218,149,4054,667,69730
466,paese,549.00,3,666,728,253,37633,79957,0.000355,121,47084,76,3073,283,1939,298,149090
467,ragazze,550.00,3,515,538,597,54178,120072,0.000155,6595,526,1355,218,5929,90,2551,20719
468,parole,552.33,3,659,670,328,37888,88092,0.000269,525,12762,692,450,224,2605,1093,46292
469,sangue,554.00,3,443,408,811,63943,165261,0.000115,3379,1399,3717,62,368,1502,1396,37471
470,situazione,555.67,3,651,644,372,38688,93606,0.000234,113,49548,406,800,2916,193,678,69020
471,motivo,556.67,3,569,540,561,46493,119154,0.000166,330,19123,724,425,1026,543,1166,44190
472,sentire,558.67,3,495,490,691,56801,134562,0.000135,1783,3270,3485,68,1798,312,5871,8460
473,portato,563.67,3,483,472,736,58647,140339,0.000126,1419,4234,598,529,1513,371,774,61017
474,re,564.00,3,618,571,503,40945,109954,0.000182,7725,411,7195,23,101,5655,205,212172
475,prego,566.33,3,226,224,1249,138775,334528,7.59e-05,2415,2158,,,2238,251,,420
476,succede,567.00,3,313,315,1073,97183,223959,8.91e-05,4243,1018,4201,52,3881,142,9503,4659
477,controllo,569.00,3,595,590,522,42629,104713,0.000174,268,23549,398,809,14862,29,506,92285
478,piccola,571.00,3,501,524,688,56125,124988,0.000135,2460,2103,1775,161,802,687,619,75048
479,libro,573.67,3,677,664,380,36974,88789,0.000229,1148,5474,1097,275,322,1709,453,104507
480,squadra,573.67,3,559,564,598,47394,111561,0.000155,4815,849,5369,37,8754,57,152,269761
481,finito,577.00,3,400,407,924,71141,166434,0.0001,6293,564,2722,95,2001,283,4149,12383
482,ricordo,577.33,3,545,545,642,49786,118271,0.000145,1540,3880,5315,37,1230,453,3577,14600
483,mente,578.00,3,580,566,588,44663,111381,0.000158,2956,1683,2008,138,519,1057,2686,19572
484,pensato,580.00,3,376,369,995,77419,183144,9.33e-05,4562,916,5215,38,1709,327,6569,7427
485,resto,581.33,3,582,595,567,44550,104160,0.000166,911,7156,665,469,458,1180,832,57762
486,gruppo,582.00,3,745,759,242,32986,75784,0.000372,122,47081,663,472,3425,164,108,380107
487,uscire,582.33,3,422,425,900,67056,156717,0.000105,3103,1574,1975,140,1500,375,2611,20129
488,andata,583.33,3,391,390,969,72631,173511,9.55e-05,6582,527,3345,72,2829,198,1011,49598
489,vostra,585.33,3,413,404,939,68199,166972,0.0001,1396,4318,12866,9,437,1256,24664,1261
490,davanti,586.00,3,602,619,537,41824,96730,0.00017,2118,2599,3202,77,1778,315,904,54452
491,oltre,586.33,3,786,781,192,31088,73481,0.000447,314,19958,197,1534,297,1839,135,302851
492,stava,587.67,3,437,430,896,65197,154879,0.000105,4997,804,2446,110,474,1144,1130,45190
493,riesco,588.33,3,442,431,892,64481,154554,0.000105,4833,844,13992,8,36067,9,,336
494,vediamo,589.67,3,353,373,1043,81806,180291,9.12e-05,3151,1538,8092,19,3636,152,13730,2881
495,mettere,590.33,3,627,630,514,40369,95619,0.000178,624,10694,652,483,1183,474,1963,27104
