rank,word,avg_rank,sources_count,rank_hermitdave,rank_orgtre,rank_wordfreq,count_hermitdave,count_orgtre,freq_wordfreq,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
6154,ubriaca,7255.67,3,3675,3745,14347,4836,11155,4.27e-06,39935,17,16134,6,,1,27079,1095
6155,scimmie,7256.33,3,5963,5735,10071,2654,6635,6.92e-06,25407,47,,,48521,5,12412,3299
6156,vigilia,7256.33,3,7467,8000,6302,1970,4261,1.26e-05,4947,817,8379,18,6145,86,6381,7706
6157,wall,7260.00,3,7672,7165,6943,1900,4937,1.12e-05,24286,51,2274,120,,,9808,4457
6158,incazzato,7260.33,3,5743,5679,10359,2789,6712,6.61e-06,,1,,,,,,21
6159,eredità,7262.67,3,8336,8898,4554,1693,3666,1.86e-05,8266,368,4176,52,4708,115,3146,16645
6160,du,7265.00,3,8993,9171,3631,1525,3487,2.4e-05,22259,60,19282,4,2311,244,1759,30099
6161,malvagio,7265.67,3,5374,5101,11322,3035,7695,5.89e-06,34326,24,40047,1,8914,56,9231,4835
6162,national,7265.67,3,8910,8144,4743,1547,4161,1.78e-05,13064,169,3162,78,35012,9,1183,43609
6163,lenti,7268.33,3,7551,7758,6496,1943,4433,1.2e-05,10660,241,4915,42,6947,75,9815,4454
6164,produce,7269.67,3,9025,9547,3237,1517,3318,2.75e-05,3975,1119,2598,101,5030,108,3013,17402
6165,spie,7271.33,3,5789,5403,10622,2763,7132,6.46e-06,30688,31,49512,1,10175,48,14421,2699
6166,prenotato,7271.67,3,4959,5143,11713,3366,7598,5.62e-06,29537,34,42556,1,,,,275
6167,fragile,7273.67,3,6997,7005,7819,2155,5082,9.55e-06,6272,567,3789,60,20921,19,12275,3341
6168,tentando,7275.33,3,6103,6472,9251,2567,5636,7.76e-06,5890,625,4102,54,9114,55,9592,4601
6169,mattinata,7276.00,3,6687,6689,8452,2275,5411,8.71e-06,13863,152,,,36634,8,18771,1876
6170,consiste,7277.00,3,9500,9406,2925,1408,3374,3.02e-05,1644,3621,2416,112,4324,127,2121,25075
6171,medie,7277.00,3,8926,9395,3510,1543,3381,2.51e-05,1035,6212,1905,148,15234,29,3689,14025
6172,veicoli,7277.00,3,8682,8733,4416,1598,3759,1.95e-05,1637,3629,2428,111,48308,5,2936,17825
6173,andartene,7277.33,3,1618,1535,18679,12862,32304,2.82e-06,,,,,,3,,24
6174,produttori,7277.67,3,8792,9515,3526,1572,3331,2.51e-05,863,7601,1194,251,38913,8,3428,15348
6175,sprecare,7278.33,3,5390,5251,11194,3024,7399,6.03e-06,10125,263,9957,14,,3,,340
6176,detenuto,7278.67,3,6713,6255,8868,2268,5901,8.13e-06,11176,222,9527,15,49514,5,7136,6702
6177,confessare,7279.00,3,5098,4736,12003,3241,8472,5.37e-06,11929,197,19837,4,4542,120,15316,2493
6178,lawrence,7279.00,3,6292,6033,9512,2467,6207,7.41e-06,,6,9298,15,,,6862,7050
6179,sappiate,7279.33,3,6108,5662,10068,2565,6729,6.92e-06,15083,130,46055,1,7666,67,,47
6180,venir,7281.33,3,7186,7315,7343,2072,4793,1.05e-05,5739,649,13675,8,1188,471,13804,2861
6181,cuoco,7282.00,3,6476,6814,8556,2375,5273,8.51e-06,44474,13,,,8152,63,15236,2511
6182,palo,7282.67,3,6896,7237,7715,2195,4858,9.77e-06,40699,16,13180,9,14561,30,9702,4532
6183,sacra,7283.67,3,8194,8527,5130,1744,3894,1.62e-05,20736,70,,,1666,339,3156,16569
6184,mandando,7284.33,3,5807,5491,10555,2749,6976,6.46e-06,29842,33,13989,8,9087,55,20985,1605
6185,selvaggio,7286.00,3,6052,6575,9231,2597,5532,7.76e-06,17321,100,30263,2,6320,84,13278,3016
6186,internazionali,7289.33,3,9919,10367,1582,1328,2945,5.89e-05,574,11797,424,773,38579,8,1215,42588
6187,cantiere,7289.67,3,7777,8093,5999,1862,4197,1.32e-05,11082,225,24731,3,36556,8,4603,11134
6188,addetto,7290.00,3,7973,7809,6088,1803,4394,1.29e-05,12581,179,20516,4,16104,27,9984,4365
6189,comoda,7290.33,3,6651,6970,8250,2293,5118,8.91e-06,20815,69,15717,6,10797,44,29455,966
6190,facoltà,7292.33,3,9668,10096,2113,1375,3054,4.37e-05,2365,2227,5344,37,1865,303,1994,26608
6191,obama,7293.67,3,8501,8998,4382,1643,3603,1.95e-05,7335,446,554,571,,,12270,3343
6192,deposizione,7294.33,3,6435,5971,9477,2392,6296,7.41e-06,27502,39,24211,3,3483,160,7118,6716
6193,fidi,7294.67,3,3010,2737,16137,6189,16550,3.55e-06,44790,13,35755,1,13457,33,,262
6194,rimase,7295.00,3,8113,9018,4754,1767,3592,1.78e-05,29781,33,10349,13,719,762,595,77850
6195,ruba,7297.67,3,6471,6648,8774,2376,5457,8.32e-06,41033,16,19343,4,23262,16,11814,3512
6196,pensavi,7299.33,3,2162,2030,17706,9292,23422,3.09e-06,,,,,44332,6,,15
6197,saro,7299.33,3,929,854,20115,25272,64779,2.57e-06,,6,,,,,42309,551
6198,infantile,7300.33,3,7410,7887,6604,1994,4342,1.17e-05,4568,915,2245,121,13965,32,9519,4648
6199,professoressa,7300.33,3,6318,6523,9060,2454,5590,7.94e-06,43224,14,31950,2,,1,14817,2601
6200,patetico,7300.67,3,4411,4591,12900,3906,8825,4.9e-06,26060,44,26087,2,29297,12,,325
6201,vaccino,7300.67,3,7790,6909,7203,1859,5184,1.07e-05,9345,302,1401,210,,1,10387,4133
6202,attenzioni,7302.33,3,6936,6585,8386,2178,5520,8.71e-06,20305,73,27553,2,24166,15,10745,3970
6203,tagliata,7303.67,3,6033,6110,9768,2613,6091,7.24e-06,22608,59,15506,6,5642,95,13004,3096
6204,cuba,7304.33,3,7474,8108,6331,1967,4185,1.23e-05,2630,1940,4673,45,12990,35,5256,9568
6205,giorgio,7305.00,3,9118,10550,2247,1494,2874,4.07e-05,22476,59,25671,3,1352,413,1014,49545
6206,elettronica,7306.00,3,9081,9058,3779,1502,3563,2.29e-05,3444,1362,6628,26,,5,3107,16874
6207,mantiene,7306.33,3,8162,8352,5405,1753,4012,1.51e-05,5861,630,4137,53,9624,51,4416,11590
6208,gelosa,7307.00,3,4704,4989,12228,3614,7930,5.25e-06,,6,,,8542,59,21090,1592
6209,missioni,7308.33,3,8035,7641,6249,1787,4520,1.26e-05,3653,1256,10938,12,23005,16,2622,20011
6210,assemblea,7309.33,3,9203,9812,2913,1471,3190,3.02e-05,799,8299,2515,106,5950,89,1833,28830
6211,venezia,7309.67,3,9482,11329,1118,1413,2616,8.51e-05,13232,165,7643,21,825,673,687,68298
6212,impiego,7311.33,3,9199,9793,2942,1472,3200,3.02e-05,2685,1903,2422,112,5491,98,2112,25167
6213,popolari,7312.00,3,9321,9721,2894,1447,3235,3.09e-05,6564,529,4073,54,5127,106,2447,21732
6214,mitchell,7314.00,3,4556,4509,12877,3774,9016,4.9e-06,8404,359,,,,,8362,5493
6215,cieca,7315.67,3,5642,5619,10686,2849,6792,6.31e-06,10410,251,13834,8,3762,147,17135,2135
6216,marijuana,7317.67,3,6718,7084,8151,2265,5004,9.12e-06,36980,20,47283,1,,,19825,1742
6217,ricercato,7319.00,3,6577,6309,9071,2322,5830,7.94e-06,14521,140,22238,3,15032,29,11876,3485
6218,perdiamo,7322.67,3,5104,5159,11705,3238,7559,5.62e-06,11528,210,49482,1,30278,11,,63
6219,energie,7324.00,3,8199,8187,5586,1743,4131,1.45e-05,2068,2683,2866,89,9420,52,9568,4617
6220,sviluppare,7324.00,3,9155,9211,3606,1484,3462,2.45e-05,1004,6417,770,403,19030,21,3340,15727
6221,ahi,7324.33,3,3952,4849,13172,4416,8228,4.68e-06,,,,,5564,97,,234
6222,intimo,7326.00,3,6915,7236,7827,2185,4858,9.55e-06,33110,26,44433,1,4955,110,13007,3095
6223,peste,7327.33,3,7163,7395,7424,2080,4726,1.02e-05,13122,168,19263,4,4611,118,5714,8681
6224,daremo,7328.00,3,4298,4256,13430,4019,9602,4.57e-06,6540,532,,,14551,30,,47
6225,noiosa,7335.33,3,5515,5550,10941,2934,6885,6.17e-06,36146,21,,1,18418,22,41152,575
6226,celebrare,7336.33,3,7828,8086,6095,1844,4200,1.29e-05,9569,292,7898,20,12445,37,5581,8943
6227,diamante,7337.67,3,6001,6182,9830,2632,6010,7.08e-06,26734,42,15249,7,14340,31,8674,5242
6228,pc,7338.67,3,9885,9620,2511,1335,3282,3.63e-05,33353,26,29670,2,,,5780,8585
6229,libretto,7340.33,3,7485,8039,6497,1964,4228,1.2e-05,18596,86,,,11433,41,6366,7723
6230,ritirato,7342.00,3,6903,6939,8184,2193,5151,9.12e-06,6810,501,7732,21,11564,41,5736,8652
6231,penny,7342.67,3,2932,2397,16699,6394,19331,3.39e-06,41953,15,,,,,12579,3241
6232,gomme,7343.67,3,6911,7143,7977,2188,4953,9.33e-06,49187,11,,,,3,7232,6598
6233,chiederle,7344.00,3,3082,3117,15833,6023,14039,3.63e-06,4164,1040,,,18423,22,30554,914
6234,filmati,7345.33,3,7285,6781,7970,2037,5311,9.33e-06,31687,29,44983,1,,,10194,4239
6235,danneggiato,7346.67,3,7242,6997,7801,2050,5090,9.55e-06,10613,243,7298,23,41439,7,6464,7574
6236,luigi,7346.67,3,9069,11310,1661,1505,2621,5.62e-05,28539,36,11115,11,1096,512,615,75265
6237,geni,7347.00,3,7169,7186,7686,2077,4919,9.77e-06,11354,217,5477,36,,3,8846,5105
6238,vicinanze,7347.67,3,8204,7969,5870,1741,4285,1.38e-05,10519,246,10679,12,7757,66,3557,14670
6239,ammiraglio,7348.00,3,4731,5345,11968,3592,7218,5.37e-06,,4,34865,1,1843,305,3523,14810
6240,preavviso,7352.33,3,6505,6187,9365,2363,6003,7.59e-06,11069,225,11873,10,,1,26139,1156
6241,nipoti,7353.00,3,7011,7202,7846,2152,4894,9.55e-06,14638,138,13272,8,5806,92,8613,5284
6242,battaglie,7354.00,3,8586,8227,5249,1622,4106,1.55e-05,11868,199,6083,30,4020,137,3920,13166
6243,rotte,7354.67,3,6652,6639,8773,2292,5469,8.32e-06,7098,468,10013,14,7595,68,7669,6123
6244,piega,7355.67,3,7500,7141,7426,1960,4957,1.02e-05,16453,110,15082,7,9977,49,15496,2451
6245,tranquillamente,7356.00,3,7886,8008,6174,1826,4256,1.29e-05,8591,347,17179,5,5319,102,20327,1684
6246,indipendenza,7356.67,3,9157,9823,3090,1484,3185,2.88e-05,2301,2336,1402,209,1036,539,1475,35645
6247,high,7357.33,3,7336,7199,7537,2018,4895,1e-05,29701,33,13572,8,,,2788,18804
6248,grecia,7361.00,3,9514,10713,1856,1404,2811,5.01e-05,1207,5161,283,1061,735,746,1750,30290
6249,ri,7362.00,3,8679,8467,4940,1599,3945,1.7e-05,17705,95,29665,2,17658,24,9321,4785
6250,domando,7362.33,3,6705,7260,8122,2270,4831,9.12e-06,4890,829,26762,2,6109,87,,69
6251,desiderare,7362.67,3,6778,6749,8561,2237,5348,8.51e-06,7656,417,9468,15,5402,100,27120,1093
6252,mason,7362.67,3,4094,3757,14237,4243,11128,4.27e-06,,,32141,2,,2,9673,4546
6253,adottato,7364.67,3,8913,8850,4331,1546,3691,1.95e-05,810,8173,1617,177,7792,66,3191,16386
6254,conforto,7365.00,3,6338,6121,9636,2443,6081,7.24e-06,15226,128,12159,10,2432,232,16750,2207
6255,finisco,7365.33,3,5784,5967,10345,2765,6301,6.61e-06,42967,14,,,40491,7,,18
6256,ambasciata,7365.67,3,5076,5426,11595,3263,7092,5.62e-06,20709,70,14227,7,16864,25,7201,6633
6257,lieta,7366.00,3,4566,5283,12249,3759,7327,5.25e-06,1937,2932,,,3350,168,,293
6258,sollevato,7366.33,3,6796,6798,8505,2232,5291,8.71e-06,2090,2655,4251,51,11511,41,10271,4196
6259,country,7368.00,3,7357,6340,8407,2008,5798,8.71e-06,46540,12,21356,4,,,4934,10285
6260,comporti,7369.00,3,4174,4253,13680,4142,9606,4.47e-06,6014,603,7695,21,37770,8,46817,470
6261,giungla,7370.00,3,5559,6200,10351,2902,5981,6.61e-06,11045,226,21298,4,,,10573,4045
6262,colin,7370.33,3,4797,5520,11794,3520,6924,5.5e-06,22785,58,48046,1,,1,8928,5045
6263,roberto,7371.67,3,8301,11341,2473,1708,2609,3.72e-05,25551,46,20188,4,1057,528,1497,35070
6264,seminario,7372.67,3,8506,8771,4841,1643,3735,1.74e-05,8145,377,22029,3,17933,23,3149,16628
6265,dannato,7373.33,3,2387,2619,17114,8214,17389,3.24e-06,,1,,,20724,19,,417
6266,separazione,7373.33,3,8460,8983,4677,1657,3612,1.82e-05,3989,1112,4250,51,7120,73,3837,13477
6267,pirata,7374.33,3,6520,5881,9722,2353,6425,7.24e-06,21534,64,43211,1,28698,12,10708,3989
6268,eseguito,7375.00,3,8574,8648,4903,1624,3811,1.7e-05,10494,247,18545,5,8760,57,2780,18908
6269,decidi,7379.00,3,5494,5580,11063,2947,6851,6.03e-06,,,,,,,,33
6270,impazzito,7379.33,3,3145,3358,15635,5882,12672,3.72e-06,,6,29506,2,29092,12,33843,781
6271,dirige,7380.67,3,6843,7029,8270,2211,5055,8.91e-06,22203,61,13826,8,14168,31,3543,14739
6272,bambola,7382.67,3,4539,4828,12781,3790,8286,4.9e-06,,8,,,15342,28,15823,2375
6273,centesimo,7383.33,3,5664,5802,10684,2837,6530,6.31e-06,12523,181,14833,7,19699,20,22997,1401
6274,cieli,7383.33,3,6642,7261,8247,2295,4830,8.91e-06,12422,184,14271,7,9773,50,12065,3422
6275,frontiera,7383.33,3,7597,8751,5802,1925,3751,1.38e-05,2612,1956,3154,79,12065,38,4495,11391
6276,investimenti,7384.00,3,9712,9725,2715,1366,3232,3.31e-05,596,11289,93,2607,,2,6251,7877
6277,ellen,7385.33,3,3891,3826,14439,4514,10869,4.17e-06,,7,29295,2,10428,47,9803,4462
6278,piloti,7387.67,3,7258,7875,7030,2044,4355,1.1e-05,12459,183,20123,4,23579,16,1710,31006
6279,sally,7391.00,3,3304,3124,15745,5520,14004,3.72e-06,,3,15357,7,,,12349,3317
6280,negri,7391.67,3,6758,7103,8314,2245,4986,8.91e-06,,9,,,4862,112,15486,2453
6281,april,7393.00,3,4083,3724,14372,4256,11235,4.17e-06,,1,,,,1,17546,2063
6282,violenti,7393.00,3,7862,7650,6667,1833,4514,1.17e-05,6641,520,4576,46,8632,58,8753,5176
6283,neil,7393.33,3,4507,5013,12660,3819,7877,5.01e-06,19150,82,43133,1,,,7525,6270
6284,home,7395.00,3,9074,9242,3869,1504,3449,2.24e-05,32418,27,15483,6,,4,2917,17974
6285,alieno,7395.33,3,5762,5576,10848,2781,6856,6.17e-06,47878,11,,,17503,24,10077,4307
6286,quaranta,7395.33,3,7775,7778,6633,1863,4417,1.17e-05,11245,220,11571,11,2692,209,3957,13038
6287,anonima,7395.67,3,8139,7619,6429,1759,4540,1.2e-05,24880,49,33503,1,11976,39,8547,5338
6288,voluta,7396.33,3,7513,7471,7205,1956,4657,1.07e-05,10095,265,17197,5,8439,60,7006,6854
6289,cioccolata,7397.00,3,5797,5908,10486,2757,6386,6.46e-06,29734,33,33044,2,5771,93,39369,617
6290,graham,7397.00,3,5318,4835,12038,3082,8253,5.37e-06,24353,51,23134,3,11788,40,6561,7441
6291,ossessione,7397.00,3,6858,6580,8753,2207,5526,8.32e-06,16409,111,6802,25,,5,17438,2082
6292,liberazione,7397.33,3,8994,9691,3507,1525,3252,2.51e-05,4425,963,7665,21,3092,183,2437,21775
6293,finendo,7398.33,3,6902,6713,8580,2193,5388,8.51e-06,21370,65,13789,8,,1,5982,8283
6294,sporchi,7401.67,3,5704,5878,10623,2816,6426,6.46e-06,25557,46,19838,4,,4,35178,737
6295,combattendo,7403.33,3,6537,6039,9634,2345,6198,7.24e-06,10666,241,10622,12,6373,83,8644,5261
6296,caratteristiche,7403.67,3,10264,10661,1286,1270,2832,7.24e-05,2302,2332,2614,100,11434,41,430,108359
6297,maniere,7404.67,3,5761,5897,10556,2781,6403,6.46e-06,21928,62,,1,4017,137,22694,1429
6298,guidi,7407.33,3,5782,6086,10354,2766,6134,6.61e-06,26877,41,17855,5,16456,26,17231,2120
6299,documentario,7414.33,3,8775,9435,4033,1576,3363,2.14e-05,29718,33,16123,6,,,2832,18521
6300,pubblicare,7416.67,3,9297,9361,3592,1452,3395,2.45e-05,5674,661,7334,22,6943,75,4138,12420
6301,frequenti,7419.00,3,9022,9290,3945,1517,3427,2.19e-05,6062,597,5285,37,2395,235,3571,14613
6302,antenati,7419.67,3,6981,6599,8679,2162,5509,8.32e-06,24528,50,13709,8,9066,55,7684,6103
6303,numerosi,7420.33,3,10352,10663,1246,1257,2831,7.59e-05,961,6747,1889,149,2203,254,471,100556
6304,seguite,7421.67,3,8089,8209,5967,1773,4118,1.35e-05,7416,438,7493,22,13623,33,10312,4175
6305,nausea,7423.33,3,6171,6390,9709,2527,5731,7.24e-06,30404,32,34903,1,17036,25,18795,1872
6306,sembravano,7423.67,3,7005,7223,8043,2154,4873,9.33e-06,15201,128,5136,39,6944,75,16889,2180
6307,frammenti,7424.67,3,7785,7502,6987,1861,4633,1.1e-05,33023,26,,,5588,96,3885,13282
6308,bada,7426.33,3,5538,5508,11233,2916,6944,5.89e-06,27381,40,9904,14,4887,111,24632,1264
6309,bacino,7427.67,3,8483,8926,4874,1649,3648,1.7e-05,6109,590,6636,26,10582,46,2259,23597
6310,puntato,7428.67,3,6025,5851,10410,2618,6464,6.61e-06,14676,137,7409,22,,4,27278,1083
6311,padroni,7429.00,3,8761,8013,5513,1578,4249,1.48e-05,15129,130,10464,13,2750,204,8165,5651
6312,pompa,7429.00,3,7024,7406,7857,2144,4714,9.55e-06,24811,49,18144,5,5162,105,10492,4080
6313,bollente,7429.67,3,6347,6502,9440,2437,5608,7.41e-06,26516,43,31228,2,4986,109,26316,1144
6314,competenza,7431.00,3,9795,9291,3207,1351,3427,2.75e-05,925,6991,4009,56,12292,37,5347,9388
6315,emozionante,7432.00,3,6342,6469,9485,2442,5638,7.41e-06,26776,42,46685,1,,4,34681,754
6316,jet,7433.33,3,5645,5534,11121,2848,6897,6.03e-06,21363,65,16515,6,,,9064,4962
6317,pressioni,7434.67,3,8044,7738,6522,1785,4445,1.2e-05,1325,4606,937,324,14837,30,5962,8311
6318,zampe,7435.33,3,6616,7018,8672,2307,5068,8.51e-06,35840,22,,,6654,79,3806,13613
6319,scossa,7436.33,3,7110,7159,8040,2102,4942,9.33e-06,17880,93,13187,9,6294,84,14669,2637
6320,suggerisco,7437.33,3,5024,4777,12511,3307,8381,5.13e-06,7939,393,20372,4,,,,17
6321,biologico,7438.33,3,7663,7430,7222,1904,4690,1.05e-05,9642,288,13672,8,,,9494,4663
6322,good,7438.67,3,8009,7577,6730,1795,4579,1.15e-05,19916,75,14593,7,,2,6471,7563
6323,avervi,7439.33,3,4945,4995,12378,3375,7917,5.13e-06,18997,83,,1,8805,57,48371,446
6324,etica,7440.00,3,8833,8689,4798,1562,3786,1.74e-05,5532,687,4292,50,18805,22,7728,6060
6325,definitivamente,7442.67,3,9160,9141,4027,1483,3508,2.14e-05,4159,1042,6084,30,6852,76,1287,40534
6326,know,7444.33,3,7341,6546,8446,2017,5561,8.71e-06,34457,24,,,,,11612,3590
6327,ramo,7445.33,3,8259,8956,5121,1722,3630,1.62e-05,11888,199,11058,12,3112,181,2418,21948
6328,religioso,7445.33,3,9528,9909,2899,1403,3140,3.09e-05,5916,621,5917,32,3025,187,2088,25402
6329,tredici,7448.67,3,7371,7214,7761,2004,4884,9.77e-06,8782,332,10983,12,5365,101,4076,12625
6330,avanzata,7450.67,3,8842,8731,4779,1559,3759,1.74e-05,2577,1983,2661,97,7268,71,2466,21484
6331,rilevato,7451.67,3,7885,7295,7175,1826,4807,1.07e-05,2863,1757,4373,49,13363,34,6824,7096
6332,difetto,7453.00,3,8298,8478,5583,1709,3934,1.45e-05,8877,327,6212,29,2957,190,11551,3614
6333,candele,7453.67,3,6149,6591,9621,2539,5515,7.24e-06,33479,26,32314,2,12580,36,18467,1919
6334,ponti,7456.00,3,8544,8612,5212,1630,3835,1.58e-05,9234,307,6614,27,7442,69,4442,11516
6335,terrestre,7457.00,3,7640,7938,6793,1911,4308,1.15e-05,10177,261,10494,13,8096,63,2910,18022
6336,resi,7457.67,3,8349,8393,5631,1690,3987,1.45e-05,3597,1279,4548,46,6350,83,7819,5954
6337,esercizi,7458.00,3,8590,9430,4354,1622,3363,1.95e-05,9088,315,14890,7,8281,61,8288,5548
6338,joey,7458.33,3,3060,3411,15904,6080,12481,3.63e-06,,,,,,,10899,3889
6339,scacchi,7461.00,3,6280,6355,9748,2472,5780,7.24e-06,38539,19,5427,36,23351,16,6291,7828
6340,yoga,7462.00,3,6326,6122,9938,2451,6080,7.08e-06,,5,39368,1,,,18322,1939
6341,messicano,7463.33,3,6564,6633,9193,2331,5476,7.76e-06,16859,105,7873,20,,1,7224,6611
6342,grassa,7463.67,3,5875,6660,9856,2707,5449,7.08e-06,31234,30,,,20645,19,28956,991
6343,ingiusto,7464.33,3,6803,7149,8441,2229,4948,8.71e-06,6735,509,5722,33,7617,68,35155,738
6344,illegali,7464.67,3,7708,7555,7131,1888,4594,1.07e-05,3090,1582,3629,64,29002,12,13124,3059
6345,at,7466.33,3,9458,9029,3912,1418,3584,2.19e-05,28831,36,1475,197,6015,88,3238,16192
6346,hunter,7466.33,3,4924,4852,12623,3390,8220,5.01e-06,,1,,,,2,7658,6132
6347,generali,7467.00,3,9733,10382,2286,1362,2936,3.98e-05,1278,4820,2164,126,1191,470,2187,24378
6348,fagioli,7468.33,3,5637,6045,10723,2854,6186,6.31e-06,32615,27,32366,2,,4,17192,2126
6349,jin,7469.67,3,5523,4640,12246,2927,8698,5.25e-06,,1,23303,3,,,10261,4203
6350,litri,7470.33,3,7486,8426,6499,1964,3971,1.2e-05,14516,140,16654,6,19576,21,3783,13711
6351,venduta,7473.00,3,6671,6941,8807,2282,5148,8.32e-06,17421,99,14497,7,20092,20,5608,8886
6352,risponda,7478.33,3,5009,5122,12304,3321,7639,5.25e-06,6123,589,15829,6,14744,30,,246
6353,usava,7479.00,3,6861,6470,9106,2207,5638,7.94e-06,36772,21,27284,2,5492,98,9287,4803
6354,cercherò,7479.67,3,5863,6443,10133,2717,5665,6.76e-06,5990,608,,,19985,20,,40
6355,sappiano,7479.67,3,6497,6195,9747,2366,5992,7.24e-06,6769,505,13006,9,13222,34,,294
6356,sí,7480.33,3,4913,6534,10994,3399,5576,6.17e-06,,7,,,2528,224,,237
6357,delicata,7480.67,3,6513,6778,9151,2355,5315,7.76e-06,4141,1051,11515,11,10007,49,15478,2454
6358,madison,7482.00,3,5540,5418,11488,2912,7106,5.75e-06,,2,18534,5,,1,8423,5437
6359,avventure,7483.33,3,8210,8147,6093,1738,4159,1.29e-05,32067,28,,,10088,48,3663,14123
6360,femmine,7485.67,3,8153,9020,5284,1756,3590,1.55e-05,26032,44,11280,11,7976,64,1517,34546
6361,chiedete,7486.33,3,6106,6219,10134,2566,5963,6.76e-06,14203,145,38729,1,33031,10,,62
6362,utilizzato,7486.33,3,10172,10535,1752,1285,2877,5.37e-05,2167,2530,1553,184,,1,600,77493
6363,baciare,7491.00,3,4842,5252,12379,3478,7398,5.13e-06,,4,,,13292,34,27186,1089
6364,mandano,7491.00,3,7047,7120,8306,2135,4979,8.91e-06,24377,51,15530,6,10477,46,36909,683
6365,promosso,7492.00,3,8897,9275,4304,1550,3433,2e-05,5624,671,4737,44,9277,53,1680,31446
6366,smette,7492.33,3,6501,6584,9392,2365,5521,7.59e-06,26049,44,14143,8,,3,25113,1228
6367,lite,7495.33,3,7396,7387,7703,1998,4732,9.77e-06,32841,27,,,4367,126,12122,3398
6368,scuro,7495.33,3,7804,8615,6067,1854,3833,1.32e-05,49351,10,26893,2,8406,60,3834,13490
6369,conversazioni,7497.67,3,8021,7771,6701,1791,4424,1.15e-05,14739,136,12435,9,10044,49,16831,2190
6370,pensaci,7498.67,3,2738,2804,16954,6956,16096,3.31e-06,,,,,46057,6,,84
6371,vabbè,7499.67,3,9301,9650,3548,1451,3271,2.51e-05,,1,,1,,,,3
6372,orchestra,7500.00,3,7516,8098,6886,1954,4190,1.12e-05,26549,43,15868,6,42627,7,1216,42577
6373,lance,7502.00,3,4901,4337,13268,3415,9405,4.68e-06,,3,,,5544,97,8696,5225
6374,rocce,7502.33,3,6832,7339,8336,2218,4774,8.91e-06,36646,21,32127,2,28429,12,4123,12472
6375,hank,7502.67,3,2236,1777,18495,8895,27318,2.88e-06,,,16011,6,,,10460,4095
6376,eccetera,7503.00,3,6732,6902,8875,2256,5188,8.13e-06,2355,2247,,,,4,21209,1578
6377,ricostruire,7503.67,3,8354,7888,6269,1688,4342,1.26e-05,6400,550,4276,51,24472,15,5973,8296
6378,prostitute,7507.00,3,6662,6643,9216,2287,5462,7.76e-06,22038,62,,,,3,14865,2590
6379,chiamarla,7508.67,3,3798,3860,14868,4664,10740,3.98e-06,21539,64,22585,3,16893,25,40211,597
6380,crescono,7508.67,3,7822,8115,6589,1848,4179,1.17e-05,12071,193,4133,53,12077,38,11816,3512
6381,pericolose,7509.33,3,7934,7701,6893,1812,4471,1.12e-05,2602,1963,4120,54,9167,54,11559,3611
6382,tentativi,7512.00,3,9455,9182,3899,1419,3479,2.24e-05,2751,1848,2640,99,4707,115,2831,18530
6383,pat,7517.33,3,5279,5940,11333,3112,6327,5.89e-06,16505,110,,,18953,22,9650,4562
6384,operato,7517.67,3,8769,8762,5022,1577,3742,1.66e-05,2554,1996,4997,41,8430,60,4456,11492
6385,annunciato,7519.00,3,9894,9800,2863,1333,3194,3.09e-05,2525,2033,1557,183,23484,16,1322,39647
6386,urlando,7519.00,3,5869,6241,10447,2711,5920,6.61e-06,48062,11,,,15139,29,34127,772
6387,pensavano,7520.00,3,6073,6274,10213,2582,5873,6.76e-06,16431,111,5571,35,9069,55,22066,1489
6388,starebbe,7520.00,3,6701,6764,9095,2271,5322,7.94e-06,16261,113,10429,13,13206,34,46012,483
6389,kennedy,7520.67,3,5827,5808,10927,2738,6521,6.17e-06,29836,33,3923,57,,1,5851,8485
6390,badare,7523.00,3,4010,3930,14629,4348,10523,4.07e-06,14934,133,12921,9,6951,75,28505,1016
6391,affidato,7523.67,3,8243,8148,6180,1729,4159,1.26e-05,5882,627,8279,19,7659,67,3184,16431
6392,hanna,7524.33,3,4304,2639,15630,4016,17220,3.72e-06,,2,,,,,12118,3399
6393,meccanismo,7524.67,3,9413,9360,3801,1425,3395,2.29e-05,1191,5248,1015,300,17346,24,3649,14207
6394,conquista,7525.67,3,9329,9548,3700,1446,3318,2.34e-05,6963,484,8414,18,1671,338,1140,45015
6395,creatore,7529.67,3,7812,7531,7246,1852,4612,1.05e-05,21110,67,16302,6,8784,57,7173,6659
6396,giganti,7531.67,3,7427,7907,7261,1987,4328,1.05e-05,15602,122,4947,41,12435,37,6871,7038
6397,risata,7531.67,3,6656,7301,8638,2289,4806,8.51e-06,,7,25543,3,8903,56,27548,1068
6398,morirà,7533.33,3,4682,4633,13285,3640,8731,4.68e-06,35216,23,23999,3,25560,14,11595,3597
6399,round,7533.33,3,6055,6479,10066,2595,5630,6.92e-06,5822,636,2585,102,,,4487,11406
6400,succedono,7535.00,3,6100,6417,10088,2568,5699,6.92e-06,20190,73,26814,2,16330,26,36737,688
6401,salti,7536.33,3,6417,6629,9563,2398,5478,7.41e-06,28047,38,,,11519,41,13062,3077
6402,studiando,7538.00,3,7295,7717,7602,2033,4462,1e-05,12000,195,12697,9,14486,30,10227,4221
6403,regime,7540.67,3,10218,10660,1744,1278,2832,5.37e-05,679,9930,508,640,4489,121,1565,33278
