rank	token	lemma_guess	count	cum_count	cum_pct_missing	cum_pct_corpus	category	english_gloss
10290	affondi	affondo	201	12739802	91.0234	5.2738	residual	lunge
10291	birilli	birillo	201	12740003	91.0248	5.2738	residual	skittle
10292	cabernet	cabernet	201	12740204	91.0262	5.2739	foreign_word	
10293	complicita	complicita	201	12740405	91.0277	5.2740	tokeniser_fixable	
10294	comprami	comprami	201	12740606	91.0291	5.2741	tokeniser_fixable	
10295	confonderti	confonderti	201	12740807	91.0305	5.2742	tokeniser_fixable	
10296	conoscerne	conoscerne	201	12741008	91.0320	5.2743	tokeniser_fixable	
10297	dade	dade	201	12741209	91.0334	5.2743	foreign_word	
10298	eagleton	eagleton	201	12741410	91.0349	5.2744	residual	
10299	eliminarla	eliminarla	201	12741611	91.0363	5.2745	tokeniser_fixable	
10300	frey	frey	201	12741812	91.0377	5.2746	residual	
10301	hull	hull	201	12742013	91.0392	5.2747	foreign_word	
10302	identificarli	identificarli	201	12742214	91.0406	5.2748	tokeniser_fixable	
10303	infatuazione	infatuazione	201	12742415	91.0420	5.2748	residual	infatuation
10304	inzuppato	inzuppare	201	12742616	91.0435	5.2749	residual	to dip, to soak
10305	isaacs	isaacs	201	12742817	91.0449	5.2750	residual	
10306	leccarmi	leccarmi	201	12743018	91.0463	5.2751	tokeniser_fixable	
10307	locuste	locusta	201	12743219	91.0478	5.2752	residual	locust
10308	luccichio	luccichio	201	12743420	91.0492	5.2753	residual	shine
10309	manipolarmi	manipolarmi	201	12743621	91.0506	5.2753	tokeniser_fixable	
10310	metticela	metticela	201	12743822	91.0521	5.2754	residual	
10311	micia	micia	201	12744023	91.0535	5.2755	residual	female equivalent of micio: kitty-cat, pussy, pussy-cat, puss, female genitalia, pussy
10312	moccio	moccio	201	12744224	91.0550	5.2756	residual	snot
10313	myron	myron	201	12744425	91.0564	5.2757	proper_noun	
10314	nielsen	nielsen	201	12744626	91.0578	5.2758	residual	
10315	padre-figlio	padre-figliare	201	12744827	91.0593	5.2758	residual	
10316	piccone	piccone	201	12745028	91.0607	5.2759	residual	pickaxe
10317	prendiamola	prendiamola	201	12745229	91.0621	5.2760	residual	
10318	rendersene	rendersene	201	12745430	91.0636	5.2761	tokeniser_fixable	
10319	riempirsi	riempirsi	201	12745631	91.0650	5.2762	tokeniser_fixable	to fill, fill up, be filled, to stuff oneself
10320	sconfiggermi	sconfiggermi	201	12745832	91.0664	5.2763	tokeniser_fixable	
10321	silvershiver	silvershiver	201	12746033	91.0679	5.2763	residual	
10322	snot	snot	201	12746234	91.0693	5.2764	foreign_word	
10323	subtitled	subtitled	201	12746435	91.0708	5.2765	residual	
10324	sunil	sunil	201	12746636	91.0722	5.2766	foreign_word	
10325	trivellare	trivellare	201	12746837	91.0736	5.2767	residual	to auger, to drill with an auger, to pierce, to penetrate, to torment, to nag
10326	uv	uv	201	12747038	91.0751	5.2767	residual	
10327	wicked	wicked	201	12747239	91.0765	5.2768	foreign_word	
10328	aggirarsi	aggirarsi	200	12747439	91.0779	5.2769	tokeniser_fixable	to wander, roam, prowl, to be about, be around
10329	alina	alina	200	12747639	91.0794	5.2770	proper_noun	a female given name
10330	anonimamente	anonimamente	200	12747839	91.0808	5.2771	residual	anonymously
10331	apprezzarlo	apprezzarlo	200	12748039	91.0822	5.2772	tokeniser_fixable	
10332	bai	baio	200	12748239	91.0836	5.2772	residual	bay
10333	ballet	ballet	200	12748439	91.0851	5.2773	foreign_word	
10334	bestseller	bestseller	200	12748639	91.0865	5.2774	residual	bestseller
10335	bills-sama	bills-sama	200	12748839	91.0879	5.2775	residual	
10336	carisi	carisi	200	12749039	91.0894	5.2776	residual	
10337	caschetto	caschetto	200	12749239	91.0908	5.2777	residual	a form of protective headgear used in alpinism, bob haircut, shingled hair
10338	ceffi	ceffo	200	12749439	91.0922	5.2777	residual	an animal's head, an ugly face, mug
10339	colonscopia	colonscopia	200	12749639	91.0936	5.2778	residual	colonoscopy
10340	confidarti	confidarti	200	12749839	91.0951	5.2779	tokeniser_fixable	
10341	controllera	controllera	200	12750039	91.0965	5.2780	residual	
10342	coyne	coyne	200	12750239	91.0979	5.2781	residual	
10343	curzon	curzon	200	12750439	91.0994	5.2782	residual	
10344	dearing	dearing	200	12750639	91.1008	5.2782	residual	
10345	deluxe	deluxe	200	12750839	91.1022	5.2783	foreign_word	
10346	deo	deo	200	12751039	91.1036	5.2784	residual	
10347	dissenteria	dissenteria	200	12751239	91.1051	5.2785	residual	dysentery
10348	dormici	dormici	200	12751439	91.1065	5.2786	tokeniser_fixable	
10349	dry	dry	200	12751639	91.1079	5.2787	numerals_acronyms	
10350	elettroliti	elettroliti	200	12751839	91.1094	5.2787	residual	
10351	furbacchione	furbacchione	200	12752039	91.1108	5.2788	residual	smart aleck
10352	incallito	incallire	200	12752239	91.1122	5.2789	residual	to become calloused, to become ingrained, to make calloused
10353	irwin	irwin	200	12752439	91.1137	5.2790	proper_noun	
10354	kietta	kietta	200	12752639	91.1151	5.2791	residual	
10355	letha	letha	200	12752839	91.1165	5.2792	residual	
10356	limitero	limitero	200	12753039	91.1179	5.2792	residual	
10357	lothbrok	lothbrok	200	12753239	91.1194	5.2793	residual	
10358	mangiatoia	mangiatoia	200	12753439	91.1208	5.2794	residual	manger
10359	maruge	maruge	200	12753639	91.1222	5.2795	residual	
10360	maschione	maschione	200	12753839	91.1237	5.2796	residual	a strong and handsome man
10361	moana	moana	200	12754039	91.1251	5.2796	residual	
10362	mongolia	mongolia	200	12754239	91.1265	5.2797	residual	Mongolia
10363	nikola	nikola	200	12754439	91.1279	5.2798	residual	
10364	pier	pier	200	12754639	91.1294	5.2799	proper_noun	
10365	pomo	pomo	200	12754839	91.1308	5.2800	foreign_word	knob, pommel, apple, pome, fruit
10366	primissima	primissima	200	12755039	91.1322	5.2801	residual	
10367	putt	putt	200	12755239	91.1337	5.2801	foreign_word	
10368	refrigerante	refrigerante	200	12755439	91.1351	5.2802	residual	cooling, refrigerating, refreshing
10369	rocks	rocks	200	12755639	91.1365	5.2803	residual	
10370	saturday	saturday	200	12755839	91.1379	5.2804	foreign_word	
10371	scalpello	scalpellare	200	12756039	91.1394	5.2805	residual	to chisel, to scalpel
10372	sfondata	sfondato	200	12756239	91.1408	5.2806	residual	worn out, burst, broken, damaged
10373	stanchissima	stanchissima	200	12756439	91.1422	5.2806	residual	
10374	trader	trader	200	12756639	91.1437	5.2807	foreign_word	
10375	voyage	voyage	200	12756839	91.1451	5.2808	foreign_word	
10376	whitehead	whitehead	200	12757039	91.1465	5.2809	foreign_word	
10377	è-	è-	200	12757239	91.1479	5.2810	residual	
10378	ammanettata	ammanettare	199	12757438	91.1494	5.2811	residual	manacle
10379	assaggialo	assaggialo	199	12757637	91.1508	5.2811	tokeniser_fixable	
10380	balcani	balcani	199	12757836	91.1522	5.2812	residual	Balkans
10381	bartholomew	bartholomew	199	12758035	91.1536	5.2813	proper_noun	
10382	beccarti	beccarti	199	12758234	91.1551	5.2814	tokeniser_fixable	
10383	capezzale	capezzale	199	12758433	91.1565	5.2815	residual	bedside
10384	ciance	ciance	199	12758632	91.1579	5.2815	residual	
10385	copritevi	copritevi	199	12758831	91.1593	5.2816	residual	
10386	daedalus	daedalus	199	12759030	91.1607	5.2817	foreign_word	
10387	disinfestatore	disinfestatore	199	12759229	91.1622	5.2818	residual	exterminator
10388	ditmar	ditmar	199	12759428	91.1636	5.2819	residual	
10389	divaricatore	divaricatore	199	12759627	91.1650	5.2820	residual	retractor
10390	dundee	dundee	199	12759826	91.1664	5.2820	residual	
10391	emiro	emiro	199	12760025	91.1679	5.2821	residual	emir
10392	etc	etc	199	12760224	91.1693	5.2822	residual	etc
10393	fancy	fancy	199	12760423	91.1707	5.2823	proper_noun	
10394	ferdinand	ferdinand	199	12760622	91.1721	5.2824	proper_noun	
10395	finney	finney	199	12760821	91.1735	5.2825	residual	
10396	gargoyle	gargoyle	199	12761020	91.1750	5.2825	foreign_word	
10397	giovedi'	giovedi'	199	12761219	91.1764	5.2826	residual	
10398	goethe	goethe	199	12761418	91.1778	5.2827	residual	Goethe
10399	hyeong	hyeong	199	12761617	91.1792	5.2828	residual	
10400	jaye	jaye	199	12761816	91.1806	5.2829	residual	
10401	kikola	kikola	199	12762015	91.1821	5.2829	residual	
10402	kubrick	kubrick	199	12762214	91.1835	5.2830	residual	
10403	lassativo	lassativo	199	12762413	91.1849	5.2831	residual	laxative
10404	latif	latif	199	12762612	91.1863	5.2832	residual	
10405	leif	leif	199	12762811	91.1878	5.2833	proper_noun	
10406	lover	lover	199	12763010	91.1892	5.2834	foreign_word	
10407	lynda	lynda	199	12763209	91.1906	5.2834	proper_noun	
10408	meet	meet	199	12763408	91.1920	5.2835	foreign_word	
10409	moltissima	moltissima	199	12763607	91.1934	5.2836	residual	
10410	norrell	norrell	199	12763806	91.1949	5.2837	residual	
10411	patteggiato	patteggiare	199	12764005	91.1963	5.2838	residual	to negotiate, to negotiate [with con ‘with ’], to compromise
10412	piegarsi	piegarsi	199	12764204	91.1977	5.2839	tokeniser_fixable	to bend, droop, to submit or yield
10413	prendetevela	prendetevela	199	12764403	91.1991	5.2839	residual	
10414	quantistico	quantistico	199	12764602	91.2006	5.2840	residual	quantum, quantized
10415	racine	racine	199	12764801	91.2020	5.2841	residual	
10416	reza	reza	199	12765000	91.2034	5.2842	proper_noun	
10417	riempirmi	riempirmi	199	12765199	91.2048	5.2843	tokeniser_fixable	
10418	seguiteci	seguiteci	199	12765398	91.2062	5.2843	residual	
10419	spiritualmente	spiritualmente	199	12765597	91.2077	5.2844	residual	spiritually
10420	stealth	stealth	199	12765796	91.2091	5.2845	foreign_word	
10421	stephens	stephens	199	12765995	91.2105	5.2846	residual	
10422	strappargli	strappargli	199	12766194	91.2119	5.2847	tokeniser_fixable	
10423	tassametro	tassametro	199	12766393	91.2134	5.2848	residual	taximeter
10424	terrier	terrier	199	12766592	91.2148	5.2848	foreign_word	terrier
10425	trasandato	trasandato	199	12766791	91.2162	5.2849	residual	unkempt, scruffy, slipshod
10426	turnbull	turnbull	199	12766990	91.2176	5.2850	residual	
10427	afrodisiaco	afrodisiaco	198	12767188	91.2190	5.2851	residual	aphrodisiac
10428	andarle	andarle	198	12767386	91.2204	5.2852	tokeniser_fixable	
10429	arrostire	arrostire	198	12767584	91.2219	5.2853	residual	roast
10430	assumerlo	assumerlo	198	12767782	91.2233	5.2853	tokeniser_fixable	
10431	ayrton	ayrton	198	12767980	91.2247	5.2854	residual	
10432	baines	baines	198	12768178	91.2261	5.2855	residual	
10433	barbados	barbados	198	12768376	91.2275	5.2856	foreign_word	Barbados
10434	blanco	blanco	198	12768574	91.2289	5.2857	foreign_word	a Real Madrid football/soccer player, the Real Madrid football/soccer team
10435	borsellino	borsellino	198	12768772	91.2303	5.2857	residual	purse
10436	boscaglia	boscaglia	198	12768970	91.2318	5.2858	residual	brush, scrub, thicket, a surname
10437	calduccio	calduccio	198	12769168	91.2332	5.2859	residual	warmth
10438	cameratismo	cameratismo	198	12769366	91.2346	5.2860	residual	comradeship
10439	cid	cid	198	12769564	91.2360	5.2861	numerals_acronyms	Cid
10440	compatibilita	compatibilita	198	12769762	91.2374	5.2862	tokeniser_fixable	
10441	concedergli	concedergli	198	12769960	91.2388	5.2862	tokeniser_fixable	
10442	conquistarla	conquistarla	198	12770158	91.2403	5.2863	tokeniser_fixable	
10443	consenzienti	consenziente	198	12770356	91.2417	5.2864	residual	consenting
10444	corrigan	corrigan	198	12770554	91.2431	5.2865	residual	
10445	cucu	cucu	198	12770752	91.2445	5.2866	residual	
10446	damn	damn	198	12770950	91.2459	5.2866	foreign_word	
10447	delano	delano	198	12771148	91.2473	5.2867	residual	
10448	earle	earle	198	12771346	91.2487	5.2868	proper_noun	
10449	epps	epps	198	12771544	91.2502	5.2869	residual	
10450	focosa	focoso	198	12771742	91.2516	5.2870	residual	fiery, ardent, passionate, mettlesome
10451	giudei	giudei	198	12771940	91.2530	5.2871	residual	
10452	grendel	grendel	198	12772138	91.2544	5.2871	foreign_word	
10453	hellcats	hellcats	198	12772336	91.2558	5.2872	residual	
10454	irwan	irwan	198	12772534	91.2572	5.2873	residual	
10455	labiale	labiale	198	12772732	91.2586	5.2874	residual	labial
10456	liberera	liberera	198	12772930	91.2601	5.2875	residual	
10457	maisie	maisie	198	12773128	91.2615	5.2875	proper_noun	
10458	mamazep	mamazep	198	12773326	91.2629	5.2876	residual	
10459	martelletto	martelletto	198	12773524	91.2643	5.2877	residual	hammer, typebar, gavel
10460	melodrammatica	melodrammatico	198	12773722	91.2657	5.2878	residual	melodramatic, awkwardly theatrical, corny, schmaltzy
10461	mercé	mercé	198	12773920	91.2671	5.2879	residual	recompense, merit, help, mercy, grace
10462	metabolizzare	metabolizzare	198	12774118	91.2685	5.2880	residual	to metabolize, to assimilate, to absorb
10463	mingus	mingus	198	12774316	91.2700	5.2880	residual	
10464	montecarlo	montecarlo	198	12774514	91.2714	5.2881	residual	Monte Carlo
10465	netrunnercs	netrunnercs	198	12774712	91.2728	5.2882	residual	
10466	niamh	niamh	198	12774910	91.2742	5.2883	residual	
10467	nonnato	nonnato	198	12775108	91.2756	5.2884	residual	
10468	omer	omer	198	12775306	91.2770	5.2885	foreign_word	
10469	paprika	paprika	198	12775504	91.2784	5.2885	foreign_word	
10470	plan	plan	198	12775702	91.2799	5.2886	foreign_word	
10471	points	points	198	12775900	91.2813	5.2887	residual	
10472	pum	pum	198	12776098	91.2827	5.2888	residual	
10473	ranocchio	ranocchio	198	12776296	91.2841	5.2889	residual	a small frog
10474	reietto	reietto	198	12776494	91.2855	5.2889	residual	pariah, outcast
10475	riconoscerti	riconoscerti	198	12776692	91.2869	5.2890	tokeniser_fixable	
10476	riempirti	riempirti	198	12776890	91.2883	5.2891	tokeniser_fixable	
10477	scolaretta	scolaretta	198	12777088	91.2898	5.2892	residual	
10478	serafino	serafino	198	12777286	91.2912	5.2893	residual	seraph, a male given name
10479	tes	tes	198	12777484	91.2926	5.2894	residual	
10480	tettone	tettona	198	12777682	91.2940	5.2894	residual	woman with large breasts, buxom woman
10481	tgs	tgs	198	12777880	91.2954	5.2895	numerals_acronyms	
10482	togliermela	togliermela	198	12778078	91.2968	5.2896	tokeniser_fixable	
10483	trapezio	trapezio	198	12778276	91.2983	5.2897	residual	trapeze, trapezoid
10484	victoria'	victoria'	198	12778474	91.2997	5.2898	residual	
10485	visa	visa	198	12778672	91.3011	5.2898	foreign_word	
10486	vme	vme	198	12778870	91.3025	5.2899	residual	
10487	woof	woof	198	12779068	91.3039	5.2900	foreign_word	
10488	yamamoto	yamamoto	198	12779266	91.3053	5.2901	residual	
10489	zion	zion	198	12779464	91.3067	5.2902	foreign_word	
10490	bisca	bisca	197	12779661	91.3081	5.2903	residual	gambling house, gambling den
10491	bren'	bren'	197	12779858	91.3096	5.2903	residual	
10492	button	button	197	12780055	91.3110	5.2904	foreign_word	
10493	cacciatorpediniere	cacciatorpediniere	197	12780252	91.3124	5.2905	residual	destroyer
10494	christoph	christoph	197	12780449	91.3138	5.2906	proper_noun	
10495	chumhum	chumhum	197	12780646	91.3152	5.2907	residual	
10496	coinquiline	coinquiline	197	12780843	91.3166	5.2907	residual	
10497	colada	colada	197	12781040	91.3180	5.2908	foreign_word	
10498	comunicati	comunicate	197	12781237	91.3194	5.2909	tokeniser_fixable	
10499	confrontarsi	confrontarsi	197	12781434	91.3208	5.2910	tokeniser_fixable	to confront, to have a confrontation
10500	consegnera	consegnera	197	12781631	91.3222	5.2911	residual	
10501	dang	dang	197	12781828	91.3236	5.2912	foreign_word	
10502	dimenticala	dimenticala	197	12782025	91.3250	5.2912	tokeniser_fixable	
10503	dimmene	dimmene	197	12782222	91.3264	5.2913	residual	
10504	donde	donde	197	12782419	91.3279	5.2914	residual	whence; from where or which
10505	elkins	elkins	197	12782616	91.3293	5.2915	residual	
10506	empio	empio	197	12782813	91.3307	5.2916	residual	impious, profane, cruel, full
10507	evitarti	evitarti	197	12783010	91.3321	5.2916	tokeniser_fixable	
10508	fagotto	fagotto	197	12783207	91.3335	5.2917	residual	bassoon
10509	festaiola	festaiolo	197	12783404	91.3349	5.2918	residual	festive, party
10510	frosty	frosty	197	12783601	91.3363	5.2919	foreign_word	
10511	girarla	girarla	197	12783798	91.3377	5.2920	tokeniser_fixable	
10512	higgs	higgs	197	12783995	91.3391	5.2920	residual	
10513	hotaru	hotaru	197	12784192	91.3405	5.2921	residual	
10514	imbalsamazione	imbalsamazione	197	12784389	91.3419	5.2922	residual	embalming
10515	interessarvi	interessarvi	197	12784586	91.3433	5.2923	tokeniser_fixable	
10516	intontito	intontire	197	12784783	91.3447	5.2924	residual	to make stupid, to stupefy, to stun, to daze, to become dazed, to become groggy
10517	joplin	joplin	197	12784980	91.3462	5.2925	residual	
10518	kilgrave	kilgrave	197	12785177	91.3476	5.2925	residual	
10519	korn	korn	197	12785374	91.3490	5.2926	residual	
10520	kuvira	kuvira	197	12785571	91.3504	5.2927	residual	
10521	levigna	levigna	197	12785768	91.3518	5.2928	residual	
10522	lumen	lumen	197	12785965	91.3532	5.2929	foreign_word	
10523	mansarda	mansarda	197	12786162	91.3546	5.2929	residual	mansard, attic, penthouse
10524	myspace	myspace	197	12786359	91.3560	5.2930	residual	
10525	nientaltro	nientaltro	197	12786556	91.3574	5.2931	residual	
10526	pece	pece	197	12786753	91.3588	5.2932	residual	pitch
10527	pentiro	pentiro	197	12786950	91.3602	5.2933	residual	
10528	placcaggio	placcaggio	197	12787147	91.3616	5.2934	residual	tackle
10529	provocarlo	provocarlo	197	12787344	91.3630	5.2934	tokeniser_fixable	
10530	raccontatemi	raccontatemi	197	12787541	91.3644	5.2935	residual	
10531	ravens	ravens	197	12787738	91.3659	5.2936	foreign_word	
10532	riempirla	riempirla	197	12787935	91.3673	5.2937	tokeniser_fixable	
10533	rigonfiamento	rigonfiamento	197	12788132	91.3687	5.2938	residual	bulge, swelling, bonk
10534	rincontreremo	rincontrare	197	12788329	91.3701	5.2938	residual	to meet again
10535	salottino	salottino	197	12788526	91.3715	5.2939	residual	
10536	sfocata	sfocato	197	12788723	91.3729	5.2940	residual	blurred
10537	sposina	sposina	197	12788920	91.3743	5.2941	residual	bride
10538	springsteen	springsteen	197	12789117	91.3757	5.2942	residual	Springsteen
10539	tamika	tamika	197	12789314	91.3771	5.2943	residual	
10540	trascinarla	trascinarla	197	12789511	91.3785	5.2943	tokeniser_fixable	
10541	trouble	trouble	197	12789708	91.3799	5.2944	foreign_word	
10542	uffanna	uffanna	197	12789905	91.3813	5.2945	residual	
10543	vice-presidente	vice-presidente	197	12790102	91.3827	5.2946	residual	
10544	warhol	warhol	197	12790299	91.3842	5.2947	residual	Warhol
10545	zeek	zeek	197	12790496	91.3856	5.2947	residual	
10546	zeppa	zeppa	197	12790693	91.3870	5.2948	residual	a wedge-shaped piece of wood, in printing, a small piece of lead used as a spacer or a brief article inserted to fill a page, a type of word-game
10547	amedeo	amedeo	196	12790889	91.3884	5.2949	foreign_word	a male given name, equivalent to English Amadeus
10548	analizzarlo	analizzarlo	196	12791085	91.3898	5.2950	tokeniser_fixable	
10549	arbor	arbor	196	12791281	91.3912	5.2951	foreign_word	
10550	avvicinarlo	avvicinarlo	196	12791477	91.3926	5.2951	tokeniser_fixable	
10551	biker	biker	196	12791673	91.3940	5.2952	residual	mountain biker, biker
10552	bubblegum	bubblegum	196	12791869	91.3954	5.2953	residual	
10553	bustarella	bustarella	196	12792065	91.3968	5.2954	residual	bribe
10554	calmera	calmera	196	12792261	91.3982	5.2955	residual	
10555	cardassiana	cardassiana	196	12792457	91.3996	5.2956	residual	
10556	carlin	carlin	196	12792653	91.4010	5.2956	proper_noun	
10557	chao	chao	196	12792849	91.4024	5.2957	foreign_word	
10558	chiediti	chiediti	196	12793045	91.4038	5.2958	residual	
10559	chong	chong	196	12793241	91.4052	5.2959	residual	
10560	clennam	clennam	196	12793437	91.4066	5.2960	residual	
10561	consolarmi	consolarmi	196	12793633	91.4080	5.2960	tokeniser_fixable	
10562	dada	dada	196	12793829	91.4094	5.2961	foreign_word	Dada
10563	depliant	depliant	196	12794025	91.4108	5.2962	residual	leaflet, brochure
10564	descrivermi	descrivermi	196	12794221	91.4122	5.2963	tokeniser_fixable	
10565	divinamente	divinamente	196	12794417	91.4136	5.2964	residual	divinely
10566	duggan	duggan	196	12794613	91.4150	5.2964	residual	
10567	ficcatelo	ficcatelo	196	12794809	91.4164	5.2965	tokeniser_fixable	
10568	fodera	fodera	196	12795005	91.4178	5.2966	residual	lining, dust jacket, cover
10569	gondola	gondola	196	12795201	91.4192	5.2967	foreign_word	gondola
10570	hideo	hideo	196	12795397	91.4206	5.2968	residual	
10571	hitch	hitch	196	12795593	91.4220	5.2968	foreign_word	
10572	idratante	idratare	196	12795789	91.4234	5.2969	residual	to moisturize, to hydrate, to hydrate, to transform into a hydrate
10573	ihab	ihab	196	12795985	91.4248	5.2970	residual	
10574	inca	inca	196	12796181	91.4262	5.2971	foreign_word	Inca
10575	infermita	infermita	196	12796377	91.4276	5.2972	tokeniser_fixable	
10576	infilarlo	infilarlo	196	12796573	91.4290	5.2973	tokeniser_fixable	
10577	invitarli	invitarli	196	12796769	91.4304	5.2973	tokeniser_fixable	
10578	istintivamente	istintivamente	196	12796965	91.4318	5.2974	residual	instinctively
10579	larsson	larsson	196	12797161	91.4332	5.2975	residual	
10580	loren	loren	196	12797357	91.4346	5.2976	proper_noun	
10581	mahal	mahal	196	12797553	91.4360	5.2977	residual	
10582	masturbarmi	masturbarmi	196	12797749	91.4374	5.2977	tokeniser_fixable	
10583	mcclane	mcclane	196	12797945	91.4388	5.2978	residual	
10584	michiko	michiko	196	12798141	91.4402	5.2979	residual	
10585	mott	mott	196	12798337	91.4416	5.2980	foreign_word	
10586	niro	niro	196	12798533	91.4430	5.2981	residual	a surname from Neapolitan
10587	norrie	norrie	196	12798729	91.4444	5.2981	proper_noun	
10588	prozac	prozac	196	12798925	91.4458	5.2982	residual	
10589	rapirla	rapirla	196	12799121	91.4472	5.2983	tokeniser_fixable	
10590	rash	rash	196	12799317	91.4486	5.2984	foreign_word	
10591	ricomprare	ricomprare	196	12799513	91.4500	5.2985	residual	to rebuy, to buy back, to reacquire
10592	rompero	rompero	196	12799709	91.4514	5.2986	residual	
10593	saba	saba	196	12799905	91.4528	5.2986	proper_noun	Sheba, a male given name from Hebrew, of historical usage, equivalent to English Sheba, Saba
10594	scambiarsi	scambiarsi	196	12800101	91.4542	5.2987	tokeniser_fixable	to exchange, swap
10595	schioccare	schioccare	196	12800297	91.4556	5.2988	residual	to crack, to snap, to click, to smack, to crack , to snap , to click , to smack
10596	sdraiarsi	sdraiarsi	196	12800493	91.4570	5.2989	tokeniser_fixable	to lie down, Used other than figuratively or idiomatically: compound of the infinitive sdraiare with si
10597	simpsons	simpsons	196	12800689	91.4584	5.2990	residual	
10598	spappolato	spappolare	196	12800885	91.4598	5.2990	residual	to crush, to mash, to pulp
10599	sproposito	spropositare	196	12801081	91.4612	5.2991	residual	to blunder in writing or speaking
10600	starburst	starburst	196	12801277	91.4626	5.2992	residual	
10601	starla	starla	196	12801473	91.4640	5.2993	tokeniser_fixable	
10602	steenhouwer	steenhouwer	196	12801669	91.4654	5.2994	residual	
10603	tagliarli	tagliarli	196	12801865	91.4668	5.2994	tokeniser_fixable	
10604	tapas	tapas	196	12802061	91.4682	5.2995	foreign_word	
10605	tien	tien	196	12802257	91.4696	5.2996	foreign_word	
10606	trivellazione	trivellazione	196	12802453	91.4710	5.2997	residual	drilling
10607	vegani	vegani	196	12802649	91.4724	5.2998	residual	
10608	xvi	xvi	196	12802845	91.4738	5.2999	numerals_acronyms	XVI
10609	'sti	'sti	195	12803040	91.4752	5.2999	residual	masculine plural of 'sto
10610	aberdeen	aberdeen	195	12803235	91.4766	5.3000	foreign_word	
10611	affrontarmi	affrontarmi	195	12803430	91.4780	5.3001	tokeniser_fixable	
10612	aggiungerci	aggiungerci	195	12803625	91.4794	5.3002	tokeniser_fixable	
10613	anfetamina	anfetamina	195	12803820	91.4808	5.3003	residual	amphetamine
10614	attaccarti	attaccarti	195	12804015	91.4822	5.3003	tokeniser_fixable	
10615	autoradio	autoradio	195	12804210	91.4835	5.3004	residual	car audio, car radio, radio car
10616	aviatore	aviatore	195	12804405	91.4849	5.3005	residual	flyer
10617	biagio	biagio	195	12804600	91.4863	5.3006	residual	a male given name, equivalent to English Blaise or French Blaise
10618	blackburn	blackburn	195	12804795	91.4877	5.3007	residual	
10619	brahms	brahms	195	12804990	91.4891	5.3007	residual	
10620	calvaria	calvaria	195	12805185	91.4905	5.3008	foreign_word	
10621	centre	centre	195	12805380	91.4919	5.3009	residual	
10622	cerchioni	cerchione	195	12805575	91.4933	5.3010	residual	rim
10623	cirque	cirque	195	12805770	91.4947	5.3011	foreign_word	
10624	comportiamoci	comportiamoci	195	12805965	91.4961	5.3011	residual	
10625	cuculo	cuculo	195	12806160	91.4975	5.3012	residual	cuckoo; properly the common cuckoo
10626	dest	dest	195	12806355	91.4989	5.3013	residual	
10627	dividersi	dividersi	195	12806550	91.5003	5.3014	tokeniser_fixable	to divide, split up, to fork, to separate, part
10628	docchio	docchio	195	12806745	91.5017	5.3015	residual	
10629	duh	duh	195	12806940	91.5031	5.3015	residual	
10630	enoch	enoch	195	12807135	91.5044	5.3016	proper_noun	Enoch, a male given name
10631	farmeli	farmeli	195	12807330	91.5058	5.3017	tokeniser_fixable	
10632	foyle	foyle	195	12807525	91.5072	5.3018	residual	
10633	friggitrice	friggitrice	195	12807720	91.5086	5.3019	residual	deep fryer
10634	goddard	goddard	195	12807915	91.5100	5.3020	proper_noun	
10635	gonfiabili	gonfiabili	195	12808110	91.5114	5.3020	residual	
10636	gravity	gravity	195	12808305	91.5128	5.3021	foreign_word	
10637	grumio	grumio	195	12808500	91.5142	5.3022	residual	
10638	gunderson	gunderson	195	12808695	91.5156	5.3023	residual	
10639	haru	haru	195	12808890	91.5170	5.3024	residual	
10640	inattaccabile	inattaccabile	195	12809085	91.5184	5.3024	residual	unassailable, impregnable, untouchable, -proof
10641	intubazione	intubazione	195	12809280	91.5198	5.3025	residual	intubation
10642	irisa	irisa	195	12809475	91.5212	5.3026	residual	
10643	judah	judah	195	12809670	91.5226	5.3027	proper_noun	
10644	kirkman	kirkman	195	12809865	91.5239	5.3028	foreign_word	
10645	leviamoci	leviamoci	195	12810060	91.5253	5.3028	residual	
10646	lynne	lynne	195	12810255	91.5267	5.3029	proper_noun	
10647	mantide	mantide	195	12810450	91.5281	5.3030	residual	mantis
10648	masturbarti	masturbarti	195	12810645	91.5295	5.3031	tokeniser_fixable	
10649	monterey	monterey	195	12810840	91.5309	5.3032	foreign_word	
10650	munsch	munsch	195	12811035	91.5323	5.3032	residual	
10651	nami	nami	195	12811230	91.5337	5.3033	residual	
10652	negoe'	negoe'	195	12811425	91.5351	5.3034	residual	
10653	noonan	noonan	195	12811620	91.5365	5.3035	residual	
10654	operarla	operarla	195	12811815	91.5379	5.3036	tokeniser_fixable	
10655	pacificatore	pacificatore	195	12812010	91.5393	5.3036	residual	pacifier, peacemaker
10656	pizzicotto	pizzicottare	195	12812205	91.5407	5.3037	residual	to pinch
10657	portatele	portatele	195	12812400	91.5421	5.3038	tokeniser_fixable	
10658	predator	predator	195	12812595	91.5435	5.3039	foreign_word	
10659	puzzone	puzzone	195	12812790	91.5448	5.3040	residual	stinker
10660	rendertene	rendertene	195	12812985	91.5462	5.3040	tokeniser_fixable	
10661	renzo	renzo	195	12813180	91.5476	5.3041	residual	a diminutive of the male given name Lorenzo
10662	salutarli	salutarli	195	12813375	91.5490	5.3042	tokeniser_fixable	
