rank	token	lemma_guess	count	cum_count	cum_pct_missing	cum_pct_corpus	category	english_gloss
379	dennis	dennis	5031	5741641	41.0229	2.3768	proper_noun	
380	liam	liam	5028	5746669	41.0588	2.3789	proper_noun	
381	randy	randy	5026	5751695	41.0947	2.3810	proper_noun	
382	maesta	maesta	5025	5756720	41.1306	2.3830	tokeniser_fixable	
383	dacci	dacci	5001	5761721	41.1664	2.3851	residual	
384	davis	davis	4981	5766702	41.2019	2.3872	proper_noun	
385	chiamarlo	chiamarlo	4971	5771673	41.2375	2.3892	tokeniser_fixable	
386	grant	grant	4969	5776642	41.2730	2.3913	proper_noun	
387	marshall	marshall	4964	5781606	41.3084	2.3933	proper_noun	
388	brav'	brav'	4962	5786568	41.3439	2.3954	residual	
389	virginia	virginia	4961	5791529	41.3793	2.3975	proper_noun	Virginia
390	trovero	trovero	4952	5796481	41.4147	2.3995	residual	
391	servira	servira	4939	5801420	41.4500	2.4015	residual	
392	diglielo	diglielo	4934	5806354	41.4853	2.4036	residual	
393	essersi	essersi	4931	5811285	41.5205	2.4056	tokeniser_fixable	
394	metterlo	metterlo	4923	5816208	41.5557	2.4077	tokeniser_fixable	
395	guardarmi	guardarmi	4879	5821087	41.5905	2.4097	tokeniser_fixable	
396	spencer	spencer	4856	5825943	41.6252	2.4117	proper_noun	
397	carol	carol	4840	5830783	41.6598	2.4137	proper_noun	
398	fatelo	fatelo	4823	5835606	41.6942	2.4157	residual	
399	miami	miami	4822	5840428	41.7287	2.4177	foreign_word	Miami
400	jacob	jacob	4814	5845242	41.7631	2.4197	proper_noun	
401	fidarmi	fidarmi	4798	5850040	41.7974	2.4217	tokeniser_fixable	
402	margaret	margaret	4780	5854820	41.8315	2.4237	proper_noun	
403	wayne	wayne	4777	5859597	41.8657	2.4256	proper_noun	
404	jules	jules	4766	5864363	41.8997	2.4276	proper_noun	
405	toby	toby	4709	5869072	41.9334	2.4296	proper_noun	
406	arrivera	arrivera	4668	5873740	41.9667	2.4315	residual	
407	riley	riley	4667	5878407	42.0001	2.4334	proper_noun	
408	chiamarla	chiamarla	4664	5883071	42.0334	2.4353	tokeniser_fixable	
409	martha	martha	4660	5887731	42.0667	2.4373	proper_noun	
410	russia	russia	4629	5892360	42.0997	2.4392	proper_noun	Russia
411	mettersi	mettersi	4620	5896980	42.1328	2.4411	tokeniser_fixable	to put on, wear, to put oneself, place oneself, set oneself, get, go, to start, begin, set about, set, turn to
412	bonnie	bonnie	4607	5901587	42.1657	2.4430	proper_noun	
413	love	love	4605	5906192	42.1986	2.4449	proper_noun	
414	whoa	whoa	4605	5910797	42.2315	2.4468	foreign_word	
415	marie	marie	4594	5915391	42.2643	2.4487	proper_noun	
416	walker	walker	4579	5919970	42.2970	2.4506	proper_noun	
417	booth	booth	4565	5924535	42.3296	2.4525	foreign_word	
418	travis	travis	4559	5929094	42.3622	2.4544	proper_noun	
419	possibilita'	possibilita'	4550	5933644	42.3947	2.4563	residual	
420	lauren	lauren	4539	5938183	42.4271	2.4582	proper_noun	
421	holly	holly	4536	5942719	42.4596	2.4600	proper_noun	
422	brad	brad	4533	5947252	42.4919	2.4619	proper_noun	
423	jenna	jenna	4531	5951783	42.5243	2.4638	proper_noun	
424	edward	edward	4521	5956304	42.5566	2.4657	proper_noun	
425	ellen	ellen	4514	5960818	42.5889	2.4675	proper_noun	
426	parlami	parlami	4498	5965316	42.6210	2.4694	tokeniser_fixable	
427	tenerla	tenerla	4493	5969809	42.6531	2.4713	tokeniser_fixable	
428	andatevene	andatevene	4461	5974270	42.6850	2.4731	residual	
429	quinn	quinn	4458	5978728	42.7168	2.4749	proper_noun	
430	fermarmi	fermarmi	4444	5983172	42.7486	2.4768	tokeniser_fixable	
431	liz	liz	4444	5987616	42.7803	2.4786	proper_noun	
432	lou	lou	4427	5992043	42.8120	2.4805	proper_noun	
433	audrey	audrey	4426	5996469	42.8436	2.4823	proper_noun	
434	lewis	lewis	4407	6000876	42.8751	2.4841	proper_noun	
435	francis	francis	4396	6005272	42.9065	2.4859	proper_noun	
436	leslie	leslie	4394	6009666	42.9379	2.4878	proper_noun	
437	fermarti	fermarti	4386	6014052	42.9692	2.4896	tokeniser_fixable	
438	russell	russell	4382	6018434	43.0005	2.4914	proper_noun	
439	aaron	aaron	4370	6022804	43.0317	2.4932	proper_noun	
440	vent'	vent'	4367	6027171	43.0629	2.4950	residual	
441	lunedi	lunedi	4366	6031537	43.0941	2.4968	residual	
442	subspedia	subspedia	4364	6035901	43.1253	2.4986	residual	
443	ucciderla	ucciderla	4364	6040265	43.1565	2.5004	tokeniser_fixable	
444	sentirsi	sentirsi	4358	6044623	43.1876	2.5022	tokeniser_fixable	to feel
445	vedervi	vedervi	4345	6048968	43.2187	2.5040	tokeniser_fixable	
446	francisco	francisco	4326	6053294	43.2496	2.5058	proper_noun	Francisco
447	muoviamoci	muoviamoci	4321	6057615	43.2805	2.5076	residual	
448	carrie	carrie	4309	6061924	43.3112	2.5094	proper_noun	
449	qual'	qual'	4308	6066232	43.3420	2.5112	tokeniser_fixable	
450	white	white	4308	6070540	43.3728	2.5130	foreign_word	White
451	tienilo	tienilo	4281	6074821	43.4034	2.5147	residual	
452	harris	harris	4263	6079084	43.4339	2.5165	proper_noun	
453	leonard	leonard	4263	6083347	43.4643	2.5183	proper_noun	
454	mason	mason	4243	6087590	43.4946	2.5200	proper_noun	
455	portatelo	portatelo	4242	6091832	43.5249	2.5218	tokeniser_fixable	
456	earl	earl	4238	6096070	43.5552	2.5235	proper_noun	
457	neanch'	neanch'	4228	6100298	43.5854	2.5253	residual	
458	dara	dara	4226	6104524	43.6156	2.5270	proper_noun	
459	clay	clay	4214	6108738	43.6457	2.5288	proper_noun	
460	vacci	vacci	4209	6112947	43.6758	2.5305	residual	
461	natalie	natalie	4205	6117152	43.7058	2.5322	proper_noun	
462	trovarci	trovarci	4203	6121355	43.7359	2.5340	tokeniser_fixable	to recognize an appealing quality; to find positive; to see
463	matthew	matthew	4202	6125557	43.7659	2.5357	proper_noun	
464	diane	diane	4198	6129755	43.7959	2.5375	proper_noun	
465	funzionera	funzionera	4195	6133950	43.8259	2.5392	residual	
466	stephen	stephen	4184	6138134	43.8558	2.5409	proper_noun	
467	sparisci	sparisci	4147	6142281	43.8854	2.5427	residual	
468	janet	janet	4141	6146422	43.9150	2.5444	proper_noun	
469	sparita	sparita	4136	6150558	43.9445	2.5461	residual	
470	ringraziarti	ringraziarti	4134	6154692	43.9741	2.5478	tokeniser_fixable	
471	dana	dana	4131	6158823	44.0036	2.5495	proper_noun	
472	finche'	finche'	4131	6162954	44.0331	2.5512	residual	
473	ammetterlo	ammetterlo	4129	6167083	44.0626	2.5529	tokeniser_fixable	
474	grae'	grae'	4110	6171193	44.0920	2.5546	residual	
475	chiederlo	chiederlo	4107	6175300	44.1213	2.5563	tokeniser_fixable	
476	megan	megan	4107	6179407	44.1506	2.5580	proper_noun	
477	logan	logan	4106	6183513	44.1800	2.5597	proper_noun	
478	occuparmi	occuparmi	4085	6187598	44.2092	2.5614	tokeniser_fixable	
479	portalo	portalo	4082	6191680	44.2383	2.5631	tokeniser_fixable	
480	allison	allison	4070	6195750	44.2674	2.5648	proper_noun	
481	alicia	alicia	4060	6199810	44.2964	2.5665	proper_noun	
482	esserti	esserti	4054	6203864	44.3254	2.5681	tokeniser_fixable	
483	albert	albert	4052	6207916	44.3543	2.5698	proper_noun	Albert
484	ellie	ellie	4051	6211967	44.3833	2.5715	proper_noun	
485	walt	walt	4051	6216018	44.4122	2.5732	proper_noun	
486	dammelo	dammelo	4039	6220057	44.4411	2.5748	residual	
487	verro	verro	4037	6224094	44.4699	2.5765	residual	boar, a surname
488	proteggerti	proteggerti	4018	6228112	44.4986	2.5782	tokeniser_fixable	
489	hanna	hanna	4016	6232128	44.5273	2.5798	proper_noun	
490	e'o	e'o	4010	6236138	44.5560	2.5815	residual	
491	halloween	halloween	4006	6240144	44.5846	2.5832	foreign_word	Halloween
492	tenerti	tenerti	3994	6244138	44.6131	2.5848	tokeniser_fixable	
493	wendy	wendy	3989	6248127	44.6416	2.5865	proper_noun	a female given name in English
494	joseph	joseph	3981	6252108	44.6701	2.5881	proper_noun	
495	autorita	autorita	3980	6256088	44.6985	2.5898	tokeniser_fixable	
496	sederti	sederti	3980	6260068	44.7269	2.5914	tokeniser_fixable	
497	metterla	metterla	3974	6264042	44.7553	2.5931	tokeniser_fixable	
498	spagna	spagna	3964	6268006	44.7837	2.5947	proper_noun	Spain
499	keith	keith	3953	6271959	44.8119	2.5963	proper_noun	
500	chiamero	chiamero	3946	6275905	44.8401	2.5980	residual	
501	lois	lois	3941	6279846	44.8683	2.5996	proper_noun	
502	finira	finira	3914	6283760	44.8962	2.6012	residual	
503	michelle	michelle	3907	6287667	44.9241	2.6028	proper_noun	
504	victoria	victoria	3906	6291573	44.9520	2.6045	proper_noun	
505	lassu	lassu	3902	6295475	44.9799	2.6061	residual	
506	hitler	hitler	3901	6299376	45.0078	2.6077	residual	Hitler
507	tina	tina	3901	6303277	45.0357	2.6093	proper_noun	synonym of Concetta
508	mettila	mettila	3885	6307162	45.0634	2.6109	residual	
509	williams	williams	3866	6311028	45.0910	2.6125	residual	
510	joan	joan	3861	6314889	45.1186	2.6141	proper_noun	
511	jonathan	jonathan	3859	6318748	45.1462	2.6157	proper_noun	
512	potermi	potermi	3853	6322601	45.1737	2.6173	tokeniser_fixable	
513	uhm	uhm	3852	6326453	45.2013	2.6189	residual	
514	portero	portero	3846	6330299	45.2287	2.6205	residual	
515	elliot	elliot	3843	6334142	45.2562	2.6221	proper_noun	
516	uccidera	uccidera	3839	6337981	45.2836	2.6237	residual	
517	erica	erica	3833	6341814	45.3110	2.6253	proper_noun	heather
518	fatevi	fatevi	3829	6345643	45.3384	2.6268	residual	
519	ashley	ashley	3826	6349469	45.3657	2.6284	proper_noun	
520	shane	shane	3821	6353290	45.3930	2.6300	tokeniser_fixable	
521	neil	neil	3819	6357109	45.4203	2.6316	proper_noun	
522	castle	castle	3817	6360926	45.4476	2.6332	foreign_word	
523	volerlo	volerlo	3807	6364733	45.4748	2.6347	tokeniser_fixable	
524	tutt'	tutt'	3806	6368539	45.5020	2.6363	residual	
525	blake	blake	3800	6372339	45.5291	2.6379	proper_noun	
526	toccarmi	toccarmi	3797	6376136	45.5562	2.6395	tokeniser_fixable	
527	dick	dick	3795	6379931	45.5833	2.6410	proper_noun	
528	citta'	citta'	3791	6383722	45.6104	2.6426	residual	
529	piacera	piacera	3787	6387509	45.6375	2.6442	residual	
530	green	green	3784	6391293	45.6645	2.6457	foreign_word	
531	iscrew	iscrew	3781	6395074	45.6915	2.6473	residual	
532	mitchell	mitchell	3774	6398848	45.7185	2.6489	proper_noun	
533	warren	warren	3765	6402613	45.7454	2.6504	proper_noun	
534	tenermi	tenermi	3757	6406370	45.7722	2.6520	tokeniser_fixable	
535	alison	alison	3752	6410122	45.7991	2.6535	proper_noun	
536	usarlo	usarlo	3745	6413867	45.8258	2.6551	tokeniser_fixable	
537	fermatevi	fermatevi	3743	6417610	45.8526	2.6566	residual	
538	neal	neal	3738	6421348	45.8793	2.6582	proper_noun	
539	harold	harold	3732	6425080	45.9059	2.6597	proper_noun	
540	murphy	murphy	3732	6428812	45.9326	2.6613	proper_noun	Murphy
541	vanessa	vanessa	3725	6432537	45.9592	2.6628	proper_noun	a female given name from English, of recent usage, red admiral, painted lady or any other butterfly of the genus Vanessa
542	pubblicita	pubblicita	3721	6436258	45.9858	2.6643	tokeniser_fixable	
543	gabriel	gabriel	3718	6439976	46.0124	2.6659	proper_noun	Gabriel
544	mickey	mickey	3714	6443690	46.0389	2.6674	proper_noun	Mickey
545	lincoln	lincoln	3695	6447385	46.0653	2.6690	proper_noun	
546	wade	wade	3689	6451074	46.0916	2.6705	proper_noun	
547	jill	jill	3687	6454761	46.1180	2.6720	proper_noun	
548	sedetevi	sedetevi	3675	6458436	46.1442	2.6735	residual	
549	adrian	adrian	3674	6462110	46.1705	2.6750	proper_noun	
550	poterti	poterti	3673	6465783	46.1967	2.6766	tokeniser_fixable	
551	prenderci	prenderci	3662	6469445	46.2229	2.6781	tokeniser_fixable	to grasp the truth intuitively
552	malcolm	malcolm	3655	6473100	46.2490	2.6796	proper_noun	
553	tracy	tracy	3644	6476744	46.2751	2.6811	proper_noun	
554	jean	jean	3641	6480385	46.3011	2.6826	proper_noun	Jean
555	damon	damon	3627	6484012	46.3270	2.6841	proper_noun	
556	anthony	anthony	3624	6487636	46.3529	2.6856	proper_noun	
557	ehila	ehila	3624	6491260	46.3788	2.6871	residual	
558	parlero	parlero	3614	6494874	46.4046	2.6886	residual	
559	prendila	prendila	3603	6498477	46.4303	2.6901	residual	
560	ronnie	ronnie	3594	6502071	46.4560	2.6916	proper_noun	
561	nora	nora	3577	6505648	46.4816	2.6931	proper_noun	
562	shh	shh	3573	6509221	46.5071	2.6945	numerals_acronyms	
563	morira	morira	3570	6512791	46.5326	2.6960	residual	
564	barney	barney	3567	6516358	46.5581	2.6975	proper_noun	
565	aiutera	aiutera	3556	6519914	46.5835	2.6990	residual	
566	amber	amber	3548	6523462	46.6088	2.7004	proper_noun	
567	subsfactory	subsfactory	3543	6527005	46.6342	2.7019	residual	
568	noah	noah	3532	6530537	46.6594	2.7034	proper_noun	
569	sammy	sammy	3528	6534065	46.6846	2.7048	proper_noun	
570	heather	heather	3526	6537591	46.7098	2.7063	proper_noun	
571	nelson	nelson	3518	6541109	46.7349	2.7078	proper_noun	
572	hmm	hmm	3513	6544622	46.7600	2.7092	numerals_acronyms	
573	eun	eun	3508	6548130	46.7851	2.7107	residual	
574	mo	mo	3505	6551635	46.8101	2.7121	residual	a surname
575	facebook	facebook	3499	6555134	46.8351	2.7136	residual	Facebook
576	paige	paige	3499	6558633	46.8601	2.7150	proper_noun	
577	cercarlo	cercarlo	3480	6562113	46.8850	2.7164	tokeniser_fixable	
578	cameron	cameron	3479	6565592	46.9099	2.7179	proper_noun	
579	raymond	raymond	3479	6569071	46.9347	2.7193	proper_noun	
580	li'	li'	3472	6572543	46.9595	2.7208	residual	
581	rita	rita	3470	6576013	46.9843	2.7222	proper_noun	a diminutive of the female given name Margherita
582	darvi	darvi	3447	6579460	47.0089	2.7236	tokeniser_fixable	
583	norman	norman	3439	6582899	47.0335	2.7250	proper_noun	
584	rosie	rosie	3439	6586338	47.0581	2.7265	proper_noun	
585	accadra	accadra	3438	6589776	47.0826	2.7279	residual	
586	guardalo	guardalo	3438	6593214	47.1072	2.7293	tokeniser_fixable	
587	hong	hong	3438	6596652	47.1318	2.7307	foreign_word	
588	craig	craig	3435	6600087	47.1563	2.7322	proper_noun	
589	portera	portera	3432	6603519	47.1808	2.7336	residual	a surname
590	leon	leon	3428	6606947	47.2053	2.7350	proper_noun	
591	mitch	mitch	3426	6610373	47.2298	2.7364	proper_noun	
592	averle	averle	3404	6613777	47.2541	2.7378	tokeniser_fixable	
593	drew	drew	3399	6617176	47.2784	2.7392	proper_noun	
594	averli	averli	3395	6620571	47.3027	2.7406	tokeniser_fixable	
595	diana	diana	3387	6623958	47.3269	2.7420	proper_noun	Diana, a female given name, equivalent to English Diana, a surname
596	stefan	stefan	3381	6627339	47.3510	2.7434	proper_noun	
597	philip	philip	3378	6630717	47.3752	2.7448	proper_noun	
598	martedi	martedi	3376	6634093	47.3993	2.7462	residual	
599	avervi	avervi	3375	6637468	47.4234	2.7476	tokeniser_fixable	
600	dannatamente	dannatamente	3375	6640843	47.4475	2.7490	residual	damned, damn, a damn sight more, a fuck sight more, a hell of a lot
601	aspettami	aspettami	3374	6644217	47.4716	2.7504	tokeniser_fixable	
602	daisy	daisy	3370	6647587	47.4957	2.7518	proper_noun	
603	lasciarci	lasciarci	3364	6650951	47.5197	2.7532	tokeniser_fixable	
604	trevor	trevor	3358	6654309	47.5437	2.7546	proper_noun	
605	klaus	klaus	3356	6657665	47.5677	2.7560	proper_noun	
606	debbie	debbie	3343	6661008	47.5916	2.7574	proper_noun	
607	hector	hector	3337	6664345	47.6154	2.7588	proper_noun	
608	christopher	christopher	3331	6667676	47.6392	2.7601	proper_noun	
609	passami	passami	3319	6670995	47.6629	2.7615	tokeniser_fixable	
610	ruth	ruth	3307	6674302	47.6866	2.7629	proper_noun	
611	mettero	mettero	3305	6677607	47.7102	2.7643	residual	
612	nicole	nicole	3299	6680906	47.7338	2.7656	proper_noun	
613	karl	karl	3296	6684202	47.7573	2.7670	proper_noun	
614	clara	clara	3295	6687497	47.7808	2.7683	proper_noun	a female given name, variant of Chiara
615	sposarti	sposarti	3286	6690783	47.8043	2.7697	tokeniser_fixable	
616	bravissimo	bravissimo	3264	6694047	47.8276	2.7711	residual	bravissimo!
617	island	island	3263	6697310	47.8510	2.7724	foreign_word	
618	manhattan	manhattan	3251	6700561	47.8742	2.7738	foreign_word	Manhattan
619	salvarti	salvarti	3245	6703806	47.8974	2.7751	tokeniser_fixable	
620	seguitemi	seguitemi	3237	6707043	47.9205	2.7764	residual	
621	lydia	lydia	3232	6710275	47.9436	2.7778	proper_noun	
622	shaw	shaw	3231	6713506	47.9667	2.7791	proper_noun	
623	giovedi	giovedi	3228	6716734	47.9897	2.7805	residual	
624	dwight	dwight	3227	6719961	48.0128	2.7818	proper_noun	
625	meredith	meredith	3225	6723186	48.0358	2.7831	proper_noun	
626	marte	marte	3222	6726408	48.0589	2.7845	residual	Mars
627	ndt	ndt	3214	6729622	48.0818	2.7858	numerals_acronyms	
628	sposarsi	sposarsi	3211	6732833	48.1048	2.7871	tokeniser_fixable	get
629	lasciatelo	lasciatelo	3210	6736043	48.1277	2.7884	tokeniser_fixable	
630	vedro	vedro	3210	6739253	48.1506	2.7898	foreign_word	
631	ragae'	ragae'	3209	6742462	48.1736	2.7911	residual	
632	sapra	sapra	3204	6745666	48.1964	2.7924	residual	
633	seth	seth	3203	6748869	48.2193	2.7938	proper_noun	Set
634	katherine	katherine	3201	6752070	48.2422	2.7951	proper_noun	
635	bailey	bailey	3199	6755269	48.2651	2.7964	proper_noun	
636	blair	blair	3193	6758462	48.2879	2.7977	proper_noun	Blair
637	christine	christine	3187	6761649	48.3106	2.7990	proper_noun	
638	uscirne	uscirne	3186	6764835	48.3334	2.8004	tokeniser_fixable	to come off, to get off, to get out
639	malissimo	malissimo	3185	6768020	48.3562	2.8017	residual	
640	robbie	robbie	3185	6771205	48.3789	2.8030	proper_noun	
641	carmen	carmen	3184	6774389	48.4017	2.8043	proper_noun	Carmen
642	franklin	franklin	3183	6777572	48.4244	2.8056	proper_noun	franklin
643	bishop	bishop	3177	6780749	48.4471	2.8070	proper_noun	
644	seguimi	seguimi	3167	6783916	48.4697	2.8083	tokeniser_fixable	
645	preoccuparmi	preoccuparmi	3159	6787075	48.4923	2.8096	tokeniser_fixable	
646	andre	andre	3155	6790230	48.5148	2.8109	proper_noun	
647	vic	vic	3155	6793385	48.5374	2.8122	numerals_acronyms	Vic
648	brooke	brooke	3154	6796539	48.5599	2.8135	proper_noun	
649	stuart	stuart	3153	6799692	48.5825	2.8148	proper_noun	
650	brooklyn	brooklyn	3151	6802843	48.6050	2.8161	residual	
651	jung	jung	3151	6805994	48.6275	2.8174	residual	
652	chase	chase	3145	6809139	48.6500	2.8187	proper_noun	
653	miranda	miranda	3145	6812284	48.6724	2.8200	proper_noun	Miranda
654	doyle	doyle	3143	6815427	48.6949	2.8213	proper_noun	Doyle
655	sebastian	sebastian	3139	6818566	48.7173	2.8226	proper_noun	
656	cleveland	cleveland	3137	6821703	48.7397	2.8239	proper_noun	
657	afghanistan	afghanistan	3136	6824839	48.7621	2.8252	residual	Afghanistan
658	ascoltatemi	ascoltatemi	3134	6827973	48.7845	2.8265	residual	
659	uccidero	uccidero	3129	6831102	48.8069	2.8278	residual	
660	teresa	teresa	3124	6834226	48.8292	2.8291	proper_noun	Teresa
661	turner	turner	3120	6837346	48.8515	2.8304	proper_noun	
662	meg	meg	3112	6840458	48.8737	2.8317	proper_noun	acronym of metodo di eliminazione di Gauss
663	guardarti	guardarti	3111	6843569	48.8959	2.8330	tokeniser_fixable	
664	gina	gina	3102	6846671	48.9181	2.8342	proper_noun	a diminutive of the female given names Gia or Luigina, feminine equivalent Gino
665	flynn	flynn	3101	6849772	48.9403	2.8355	numerals_acronyms	Flynn
666	brandon	brandon	3094	6852866	48.9624	2.8368	proper_noun	
667	graham	graham	3082	6855948	48.9844	2.8381	proper_noun	
668	occuparsi	occuparsi	3082	6859030	49.0064	2.8394	tokeniser_fixable	to be in, to be, look after, attend to, handle, to be interested in, be involved in, be active in, to see to, take care of, look after, attend to
669	reid	reid	3078	6862108	49.0284	2.8406	proper_noun	
670	avery	avery	3075	6865183	49.0504	2.8419	proper_noun	
671	ralph	ralph	3067	6868250	49.0723	2.8432	proper_noun	
672	allen	allen	3065	6871315	49.0942	2.8444	proper_noun	
673	divertirsi	divertirsi	3062	6874377	49.1161	2.8457	tokeniser_fixable	to enjoy oneself, to have fun, to have a good time
674	sheldon	sheldon	3051	6877428	49.1379	2.8470	proper_noun	
675	dovunque	dovunque	3050	6880478	49.1597	2.8482	residual	anywhere
676	sbrigatevi	sbrigatevi	3050	6883528	49.1814	2.8495	residual	
677	mulder	mulder	3045	6886573	49.2032	2.8508	foreign_word	
678	dicci	dicci	3042	6889615	49.2249	2.8520	numerals_acronyms	
679	incontrarci	incontrarci	3039	6892654	49.2466	2.8533	tokeniser_fixable	
680	bellissimi	bellissimi	3034	6895688	49.2683	2.8545	residual	
681	jen	jen	3030	6898718	49.2900	2.8558	proper_noun	
682	prenderli	prenderli	3030	6901748	49.3116	2.8570	tokeniser_fixable	
683	mcgee	mcgee	3022	6904770	49.3332	2.8583	residual	
684	provarlo	provarlo	3022	6907792	49.3548	2.8595	tokeniser_fixable	
685	preoccupatevi	preoccupatevi	3021	6910813	49.3764	2.8608	residual	
686	vederli	vederli	3020	6913833	49.3980	2.8620	tokeniser_fixable	
687	grayson	grayson	3018	6916851	49.4195	2.8633	residual	
